,sbj_ID,task,trialn,target,confound,expected,observed,correct,rt,item,Age,Sex,Education,L1,L2,L3,L4,otherLs,AoAL1,AoAL2,AoAL3,AoAL4,AoAgioL1,AoAgioL2,AoAgioL3,AoAgioL4,anniInstrL1,anniInstrL2,anniInstrL3,anniInstrL4,anniPaeseL1,anniPaeseL2,anniPaeseL3,anniPaeseL4,anniFamigliaL1,anniFamigliaL2,anniFamigliaL3,anniFamigliaL4,anniLavoroL1,anniLavoroL2,anniLavoroL3,anniLavoroL4,PercAmiciL1,PercAmiciL2,PercAmiciL3,PercAmiciL4,PercFamigliaL1,PercFamigliaL2,PercFamigliaL3,PercFamigliaL4,PercLavoroL1,PercLavoroL2,PercLavoroL3,PercLavoroL4,PercStessoL1,PercStessoL2,PercStessoL3,PercStessoL4,PercCalcoliL1,PercCalcoliL2,PercCalcoliL3,PercCalcoliL4,ProfParlaL1,ProfParlaL2,ProfParlaL3,ProfParlaL4,ProfCapisceL1,ProfCapisceL2,ProfCapisceL3,ProfCapisceL4,ProfLeggeL1,ProfLeggeL2,ProfLeggeL3,ProfLeggeL4,AttentionL1,AttentionL2,AttentionL3,AttentionL4,ProfScriveL1,ProfScriveL2,ProfScriveL3,ProfScriveL4,AttMiStessoL1,AttMiStessoL2,AttMiStessoL3,AttMiStessoL4,AttCulturaL1,AttCulturaL2,AttCulturaL3,AttCulturaL4,AttLivNativoL1,AttLivNativoL2,AttLivNativoL3,AttLivNativoL4,AttMadrelinguaL1,AttMadrelinguaL2,AttMadrelinguaL3,AttMadrelinguaL4,HistoryL1Score,HistoryL2Score,HistoryL3Score,HistoryL4Score,UseL1Score,UseL2Score,UseL3Score,UseL4Score,ProficiencyL1Score,ProficiencyL2Score,ProficiencyL3Score,ProficiencyL4Score,AttitudeL1Score,AttitudeL2Score,AttitudeL3Score,AttitudeL4Score,L1Score,L2Score,L3Score,L4Score
0,5e82e99b37d333a1474dda93,testing,39.0,,,0.0,1.0,False,1138.0,vblrJcUk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e82e99b37d333a1474dda93,testing,40.0,,,0.0,0.0,True,839.0,PhktkAkd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,BLP,,,,,,,,,24,Donna,Uni2,italiano,inglese,francese,n/a,no,0.0,9.0,9.0,,0.0,5.0,0.0,,18.0,12.0,8.0,,20.0,0.0,0.0,,20.0,0.0,0.0,,20.0,0.0,0.0,,9.0,1.0,0.0,,9.0,1.0,0.0,,10.0,0.0,0.0,,7.0,3.0,0.0,,9.0,1.0,0.0,,6.0,4.0,1.0,,6.0,5.0,2.0,,6.0,5.0,2.0,,true,true,true,,6.0,4.0,0.0,,5.0,3.0,0.0,,6.0,0.0,0.0,,6.0,6.0,2.0,,6.0,3.0,1.0,,35.412,11.804,7.718,0.0,47.96,6.540000000000001,0.0,0.0,54.480000000000004,40.86,11.35,0.0,52.21,27.240000000000002,6.8100000000000005,0.0,190.062,86.444,25.878,0.0
0,5e8783b0fde5153fbd9dca43,familiarity,1.0,COtBD,LNUrJ,0.0,0.0,True,3700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,2.0,YLQmG,ALOrl,0.0,0.0,True,4590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,3.0,KBKBE,kcCRt,1.0,0.0,False,3747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,4.0,dKRD,hEct,0.0,1.0,False,2056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,5.0,mKcD,KDPA,0.0,0.0,True,3241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,6.0,blMk,krUQ,1.0,0.0,False,3961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,7.0,hAROK,ZJLmr,0.0,0.0,True,2410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,8.0,ATc,cUN,0.0,1.0,False,2111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,9.0,kMbTR,ckLAL,1.0,1.0,True,3904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,10.0,ZkGmY,rcmuv,0.0,0.0,True,3080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,11.0,ravu,kcOY,0.0,1.0,False,3675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,12.0,aONd,DBkl,0.0,1.0,False,3149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,13.0,OCmk,TPCb,0.0,0.0,True,3170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,14.0,vUdm,JrGv,0.0,0.0,True,1939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,15.0,MAB,bLd,0.0,1.0,False,3050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,16.0,uOAO,lZcu,1.0,1.0,True,2769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,17.0,uvJ,PTl,0.0,1.0,False,5767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,18.0,MTdY,YQbc,1.0,1.0,True,4057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,19.0,ukYZ,crdY,0.0,0.0,True,5257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,20.0,Qclad,LOLkU,1.0,0.0,False,2646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,21.0,CMdP,CPMl,1.0,0.0,False,5352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,22.0,TEBK,hbkd,1.0,1.0,True,2467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,23.0,ZYcQU,hTtBb,1.0,1.0,True,1534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,24.0,TbKME,Juaml,1.0,1.0,True,2834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,25.0,NJZl,UJkG,0.0,0.0,True,3735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,26.0,bYuQ,TmTm,1.0,1.0,True,2816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,27.0,NYZu,OQAr,1.0,0.0,False,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,28.0,Abka,kJdr,0.0,0.0,True,3887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,29.0,bRC,lLG,1.0,1.0,True,3950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,familiarity,30.0,OJGQ,BRDh,1.0,1.0,True,2735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,1.0,,,0.0,1.0,False,4175.0,KBKBEATc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,2.0,,,0.0,0.0,True,1299.0,aONdravu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,3.0,,,1.0,0.0,False,1423.0,kMbTRvUdm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,4.0,,,1.0,1.0,True,1424.0,OJGQATc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,5.0,,,0.0,1.0,False,1523.0,ZkGmYNYZu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,6.0,,,1.0,0.0,False,1296.0,COtBDravu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,7.0,,,0.0,0.0,True,1301.0,kMbTRbRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,8.0,,,0.0,0.0,True,1516.0,dKRDCMdP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,9.0,,,1.0,0.0,False,1253.0,TbKMEuvJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,10.0,,,0.0,0.0,True,1725.0,TEBKMAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,11.0,,,1.0,1.0,True,1122.0,AbkabRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,12.0,,,0.0,0.0,True,1520.0,bYuQuvJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,13.0,,,0.0,0.0,True,1284.0,MTdYmKcD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,14.0,,,1.0,1.0,True,1883.0,OCmkvUdm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,15.0,,,0.0,0.0,True,1651.0,COtBDCMdP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,16.0,,,0.0,1.0,False,1738.0,OJGQuOAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,17.0,,,1.0,1.0,True,1944.0,TEBKuvJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,18.0,,,0.0,0.0,True,2156.0,QcladuOAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,19.0,,,1.0,1.0,True,1145.0,MTdYNYZu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,20.0,,,0.0,0.0,True,1080.0,hAROKmKcD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,21.0,,,1.0,0.0,False,1041.0,bYuQMAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,22.0,,,1.0,1.0,True,1272.0,blMkuOAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,23.0,,,0.0,0.0,True,1226.0,YLQmGuvJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,24.0,,,0.0,0.0,True,1349.0,AbkavUdm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,25.0,,,0.0,1.0,False,1479.0,TbKMEMAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,26.0,,,1.0,0.0,False,1182.0,aONdCMdP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,27.0,,,1.0,0.0,False,1876.0,dKRDravu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,28.0,,,0.0,1.0,False,996.0,ukYZNYZu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,29.0,,,1.0,0.0,False,1410.0,ZYcQUbRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,30.0,,,1.0,0.0,False,1454.0,KBKBEuOAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,31.0,,,0.0,1.0,False,1429.0,ZYcQUvUdm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,32.0,,,0.0,0.0,True,1284.0,OCmkbRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,33.0,,,1.0,0.0,False,1372.0,hAROKNYZu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,34.0,,,1.0,0.0,False,1279.0,ukYZmKcD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,35.0,,,0.0,0.0,True,1761.0,NJZlravu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,36.0,,,0.0,1.0,False,1796.0,blMkATc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,37.0,,,1.0,1.0,True,1776.0,YLQmGMAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,38.0,,,1.0,0.0,False,1025.0,ZkGmYmKcD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,39.0,,,1.0,1.0,True,1827.0,QcladATc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e8783b0fde5153fbd9dca43,testing,40.0,,,1.0,0.0,False,1419.0,NJZlCMdP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e99d95e0f50aa04266ad4ad,BLP,,,,,,,,,22,Donna,Uni,italiano,inglese,n/a,n/a,no,0.0,15.0,,,0.0,2.0,,,20.0,13.0,,,20.0,0.0,,,20.0,0.0,,,4.0,1.0,,,10.0,3.0,,,10.0,1.0,,,10.0,10.0,,,10.0,1.0,,,10.0,0.0,,,6.0,3.0,,,6.0,5.0,,,6.0,5.0,,,true,true,,,6.0,4.0,,,6.0,4.0,,,6.0,2.0,,,6.0,6.0,,,6.0,4.0,,,29.056,14.074,0.0,0.0,54.50000000000001,16.35,0.0,0.0,54.480000000000004,38.59,0.0,0.0,54.480000000000004,36.32,0.0,0.0,192.51600000000002,105.334,0.0,0.0
0,5e99d95e0f50aa04266ad4ad,familiarity,1.0,JmvmO,EltMB,0.0,0.0,True,1047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e99d95e0f50aa04266ad4ad,familiarity,2.0,kBD,kbu,1.0,0.0,False,1870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5e99d95e0f50aa04266ad4ad,familiarity,3.0,LkNc,YOZN,1.0,1.0,True,1727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
