"sbj_ID","L1Score","L2Score","L3Score","L4Score"
"60bf28df4926a8b6391df575",155.638,189.422,0,0
"60c4a402716a8f9074fcd92e",212.4,119.04,71.736,44.946
"60c715c89bb47f3847a690f0",154.46,144.746,0,0
"60c873a65a9883b52f70db6c",204.864,94.342,0,0
"60ca0b60979a23c83652c303",176.348,170.982,0,0
"60cef349a1fff159b5d4853e",140.022,148.196,80.452,68.736
"60d26e7cd9f0761e4d12b9f8",201.776,99.7,0,0
"60d9dfd4dcc09cf57dc92cb1",207.044,0,0,0
"60db9c9850c39eea109ef1d3",161.36,170.442,74.188,0
"60e586145b73b702a608bace",182.062,152.918,47.582,0
"60e5ac4f3d93f294f5fa543b",194.332,0,0,0
"60f9739250a5c6f6e4726336",195.236,113.776,64.2,0
"6102ee48644f517877d64d2b",173.256,184.968,153.636,0
"6103cbc5310ffddfafa01661",180.88,182.244,91.984,131.118
"6106ac34408681f3b0d07396",174.804,112.144,51.76,6.81
"610d45e26c9b141264755d3c",183.97,192.87,0,0
"61118c6d3c980e8b5b50e2fa",203.77,161.81,101.882,85.806
"6117bb7900c0ba81f079a4ee",204.59,151.002,127.94,106.418
"611d180283c1129def9284e6",169.622,147.29,0,0
"611e00dc377e4fb7a27725e8",176.252,132.034,0,0
"611e125063d1a52330225838",199.412,166.532,0,0
"611fd297eb06449f7f0a06b9",214.398,110.686,0,0
"61200d0d71bd5c0f9f9716b2",203.774,59.112,49.944,0
"61242dd5be1a06b174975a1f",195.05,125.128,81.996,76.274
"61248a51eefb6797024ecb85",130.484,177.346,116.682,0
"612cc44439ccefbbd5d4b278",200.41,136.112,78.366,0
"612cd9f34adcee82f65685a1",214.58,57.386,0,0
"613054cf8dffc8bbb1fc9cc4",177.71,151.73,142.832,114.772
"6134d182408816f4c1284496",162.356,169.808,101.7,67.466
"6135f6887f5dd1472f7d3d6e",204.954,160.082,0,0
"6136a1e1159dc808ad660d89",176.076,158.088,0,0
"613758e7a80409ba7f5affb6",172.71,156.726,125.944,154.636
"613ca0a2040055a4e87c5d71",166.172,149.922,81.088,0
"6148b49d6ac652cefd310332",206.136,0,0,0
"615c1372e7e639775817487e",190.15,124.946,79.814,69.916
"615c47639c04e360b0a76f58",217.94,0,0,0
"6166ef334de9e433e83bfb79",135.934,182.34,93.98,0
"616ad7ac6299f99ce33cdc78",165.728,144.01,141.38,0
"616b567b3e605b7245a9aead",178.432,182.518,82.084,0
"61717173748006894b2b54ff",211.038,96.794,55.846,0
"6171946a19f6673fb215c0c7",173.888,184.61,46.856,0
"6171f219ee27aa0e23d076aa",194.508,141.018,0,0
"61758dd4ab7ec0d91a929f3d",158.724,186.426,47.036,49.396
"628ed30ae7ff849e8bc91c86",158.91,153.462,0,0
"631a1795de5efe7d3395caa3",191.33,102.882,0,0
"63c5335da2b625ab1ade7e7c",196.326,117.044,37.596,0
"6413799cf7721ee0ce637e09",202.05,0,0,0
"646e0d2370c16a7561ae7dcb",203.048,102.514,0,0
"649264e0b601af80c5677791",183.43,140.746,0,0
"6492c23a1a7735dfaab2b095",166.72,179.156,114.322,0
"6495a5f76daf70e418baf5f7",209.768,0,0,0
"6497e970e2621e753513a695",175.354,113.5,167.076,134.566
"64e7533f36d388e8b31d3309",157.812,196.328,0,0
"64e8bd55c9089d5bf26c90cd",211.22,80.722,45.858,38.59
"64e8c14bbe184c20cb9d0583",202.866,76.818,0,0
"64e9d6f596308448ac67bb95",210.584,78.18,22.25,28.148
"64f61553b5635b5e00595923",159.094,168.26,0,0
"64f7a35c5f6503caaa59f79f",148.47,153.006,78.088,109.868
"64fc701b223abd16ad5c940e",211.22,110.232,0,0
"650330fa0cbc534b423f41e9",201.59,125.124,155.73,65.104
"6505a9adbb769aeea736a2f5",200.864,96.072,0,0
"650aed9eb9cc2c717ba70c30",170.532,171.798,96.434,94.072
"6511e688100fd33b378fa688",165.9,178.342,56.934,0
"651c59ec0cb6fef4208190f5",179.526,143.56,98.522,0
"651eda4af4a809dbba0bb002",207.222,99.248,84.448,0
"65352001dbe3e18eae5a8300",206.952,97.702,40.864,20.43
"65361483b7f9881afa9b4cda",203.774,112.23,0,0
"653d2df588326f6f627b8cb5",194.6,121.858,69.466,0
"653fb764c9aed77c01457531",204.41,117.95,62.202,0
"654632f222cb15acd453c0d3",198.14,135.116,65.38,36.774
"65523123662559399b1aa48a",204.32,0,0,0
"6557def45fc0ffbd46ad01de",194.51,124.49,74.642,0
"655f5b404a09c686df3b0143",204.136,74.186,0,0
"655f8b959477c803eb906622",151.734,151.558,0,0
"65672c69a3737224f1d0bbfa",176.432,156.82,118.226,51.302
"65774d879c53cc867fbe070c",158.728,138.662,0,0
"657bfe6e245848c8fef0b389",205.318,117.496,61.294,0
"6597e935328d41ae3aeef33b",189.154,95.07,0,0
"6598994f0e7e5db183bfe3ee",202.68,133.3,0,0
"659ada2d6df23a57d8e56752",199.052,103.786,0,0
"65a97217d4fb858939a16b0f",206.314,100.882,75.096,17.252
"65a97afe116a650acc588c5b",212.946,59.928,0,0
"65abe33e1c79ea32da32ab0f",195.416,130.122,0,0
"65ae78fc9cd81e8e26612cb2",214.216,114.046,0,0
"65b901451577b2a0f18bc7ab",211.31,117.406,0,0
"65b96f3bbecf5e7d0f5853cd",197.418,91.346,0,0
"65c23d4dbad7238169292b54",205.588,132.662,0,0
"65cba84263ac644fa79702ca",216.85,85.08,0,0
"65cf6d92ac6f7932b1470fb4",157.182,143.84,0,0
"65dce7715387badaf80e875d",179.616,106.328,102.698,47.398
"65e7259b24116547c5512668",208.13,105.604,52.032,0
"65f33b94cd6885d54029582d",153.926,0,0,0
"65fae6b84fa6b3101d2ca4b1",184.698,175.344,0,0
"65fb18ef1c73590e7aaf1d48",201.59,171.07,164.444,129.3
"65fc949678623ac83f926940",171.078,167.988,69.104,42.676
"66031000461c44484ac359a8",194.964,135.476,105.968,0
"660678406bba1ade08345803",203.228,117.77,56.754,0
"6606800e185d326591af6f7a",128.668,167.35,117.686,84.718
"6606c9d692990fbf223f63bb",186.698,129.76,0,0
"660c0d70a8f60acced0c8cc8",211.038,61.382,0,0
"660c265dce47171c0dd7d359",167.538,160.994,99.16,15.436
"66156fd87e14e8a60c007e17",201.682,111.23,133.12,19.068
"66168e55cb60649609600268",173.44,174.796,105.148,0
"6616a8636a12b432e8d914b5",184.15,139.206,32.418,56.026
"6617af3304fe756a213cce24",172.262,64.832,131.934,136.656
"661c24ab06db7f1ff0146700",184.518,135.478,117.59,0
"661ff04db0e4a8222d5c4dd7",189.148,140.022,0,0
"66271b4aaaf60fd058302f09",149.196,166.354,0,0
"6634e4d4f1950b4dcd44d4d9",209.948,89.712,0,0
"6634f754adfec54a4b1aaed4",167.898,109.148,70.104,0
"66383ecf52e239b6f2ad54f4",208.86,0,0,0
"663a5bb8f7f79c7e04abc9b3",144.83,190.696,74.822,0
"663e08a82c273a8ea28be4e7",210.676,0,0,0
"664b550820b57425a150d8e2",167.99,167.99,0,0
"664f48afa42c9a4a7ed2bb88",196.958,139.022,91.258,0
"664f70fcf77160132d600e2c",184.972,97.884,116.96,41.496
"6658f0a58f1ee667f4264a93",214.67,113.592,0,0
"6659ca4701d47b95a09ba736",170.812,147.008,0,0
"6659ebda18cf5c43dbcc7354",212.4,102.06,49.218,0
"665d94712b964d877bf9f132",191.966,132.3,107.512,74.002
"665f79d15be62c63a74883d6",196.96,132.844,61.93,0
"6661bf2ef4b2d0892ad7a007",187.606,171.074,0,0
"6662d40766c8aa595834461d",210.22,161.17,172.07,158.448
"666306b0bf2de127943c419f",208.586,67.466,0,0
"6666a56ce75a18f29904e527",200.776,105.24,0,0
"6666cf176a54945ba62e8ca9",184.428,125.22,0,0
"6667488c5f46f3da0c085419",174.71,170.35,0,0
"666fd8b3dc9f2e1de77b5db4",177.524,134.12,93.438,0
"6672ee650699d871b742ca6b",206.316,90.166,0,0
"667437b20a6f1d1ebf68714b",190.238,132.576,0,0
"667972671949d2e1c0c9ff54",161.358,124.952,103.97,48.762
"667dd7126e7a9073e0af73fd",212.49,78.816,51.488,0
"6681625ff9dfa8a95bb0359d",201.138,125.308,0,0
"6682b6d8a001b7f57c513ecc",187.244,144.196,0,0
"66844cc1407c6afd0e100482",202.866,98.156,0,0
"668553fe2efd22c91cf88fb9",153.82,159.914,0,0
"6685e1541643171c04ec0e35",194.054,127.852,0,0
"668992b2f868cb89829346c2",213.58,96.522,50.398,0
"6692b87aad65e83d4230c307",196.598,150.55,75.004,0
"6693f13e028361f102a9ed86",197.056,0,0,0
"66951e094b5bd0caf94e844f",181.43,134.57,44.768,40.408
"669cc52163cce3554e97d184",209.314,0,0,0
