"sbj_ID","strategy"
"65523123662559399b1aa48a","memory"
"6557def45fc0ffbd46ad01de","""Does it look similar to the ones before?"""
"655f5b404a09c686df3b0143","intuition and similar word composition"
"655f8b959477c803eb906622","I just used intuition "
"65672c69a3737224f1d0bbfa","i tried to remember if the first 2 symbols' order seemed similar to what i have seen bc i focused on trying to remember just the first 2 symbols"
"65774d879c53cc867fbe070c","Try to memorize  the first letter of each word"
"657bfe6e245848c8fef0b389","I just tried to remember what is similar "
"6597e935328d41ae3aeef33b","none"
"6598994f0e7e5db183bfe3ee","trying to remind "
"659ada2d6df23a57d8e56752","i did not use any strategy, i used my intuituion"
"65a97217d4fb858939a16b0f","looking for patterns I used to see in the training (similar ends or beginning of words, letters that usually repeat...)"
"65a97afe116a650acc588c5b","no"
"65abe33e1c79ea32da32ab0f","In the second part of the test I noticed that the alien phrases were short most of the times, so I decided thinking of that too, I have noticed some recurring symbols "
"65ae78fc9cd81e8e26612cb2","placement of some of the letters"
"65b901451577b2a0f18bc7ab","There were some characters that were used more in one group than the other"
"65b96f3bbecf5e7d0f5853cd","two letter repeated, but not next to the same letter and intuition."
"65c23d4dbad7238169292b54","trying to see first 2 of the combination"
"65cba84263ac644fa79702ca","Identify if the first and last character were familiar."
"65cf6d92ac6f7932b1470fb4","None"
"65dce7715387badaf80e875d","I look at the first 2 word and I tried to remember if I seen those 2 word if not I say no"
"65e7259b24116547c5512668","last 2 letters"
"65f33b94cd6885d54029582d","no"
"65fae6b84fa6b3101d2ca4b1","i tried to see and remember the first and last letters of the words "
"65fb18ef1c73590e7aaf1d48","Looking for symbol similarity"
"65fc949678623ac83f926940","the first alien words usually repeated angular letter and also did not use as many round letters"
"66031000461c44484ac359a8","trying to remeber the words I saw previously"
"660678406bba1ade08345803","The strategy of trying my best to remember the words, I am pretty sure I did poorly as I really didn't remember, I tried looking at the length of the words and certain letter combinations but there wasn't much time"
"6606800e185d326591af6f7a","Although I may be mistaken in this regard, I singled out a few characters that I do not remember my group of aliens used."
"6606c9d692990fbf223f63bb","If I thought that I saw the word before then I clicked k, if not then I clicked d"
"660c0d70a8f60acced0c8cc8","Words from the ""known"" alien group somewhat resemble real words so I chose the ones that looked like a real word or close to a real word"
"660c265dce47171c0dd7d359","just focusing on groups of symbols"
"66156fd87e14e8a60c007e17","Lenght of words, combination of first and last letters and type of characters used in one word"
"66168e55cb60649609600268","cramming"
"6616a8636a12b432e8d914b5","when there is a lot of characters that look similar like sz and continued I think they could be from the second group. "
"6617af3304fe756a213cce24","Was paying attention to the first and last character."
"661c24ab06db7f1ff0146700","I most decided by looking at the first few letters in the word"
"661ff04db0e4a8222d5c4dd7","I mostly went by memory. seeing what looked similar and or what had the same structure"
"66271b4aaaf60fd058302f09","The letter placement"
"6634e4d4f1950b4dcd44d4d9","I tried to remember what symbols saw before."
"6634f754adfec54a4b1aaed4","of memorizing few letters"
"66383ecf52e239b6f2ad54f4","I thought the longer words were not the same language."
"663a5bb8f7f79c7e04abc9b3","Tried to remember the first and last symbols of the words from the communications to decide if they looked ""right""."
"663e08a82c273a8ea28be4e7","none"
"664b550820b57425a150d8e2","First letter strategy"
"664f48afa42c9a4a7ed2bb88","none, there wasnt enough time for strategy"
"664f70fcf77160132d600e2c","There were some combinations of 3-4 characters that i recognised from the fist group of words"
"6658f0a58f1ee667f4264a93","try and remember patterns, i.e. some letters were used more than once inn the block of words "
"6659ca4701d47b95a09ba736","none"
"6659ebda18cf5c43dbcc7354","less symbols = group of aliens that I studied"
"665d94712b964d877bf9f132","I admit I might've put my focus in the wrong place and tried too much to ""translate"" the flashing words instead of memorizing symbol chains. Thus in the comparing segment I tried to recall patterns, like the pseudo-euro symbol at the last and third-to-last place in a word "
"665f79d15be62c63a74883d6","i don't have strategy"
"6661bf2ef4b2d0892ad7a007","Tried to remember as many patterns as possible, not sure how successful I was though"
"6662d40766c8aa595834461d","photographic memory as much as I could"
"666306b0bf2de127943c419f","Remembering specific parts of texts."
"6666a56ce75a18f29904e527","looking for a letter i havent seen before"
"6666cf176a54945ba62e8ca9","No idea, they looked the same"
"6667488c5f46f3da0c085419","none"
"666fd8b3dc9f2e1de77b5db4","amount of characters"
"6672ee650699d871b742ca6b","I don't have any special strategy."
"667437b20a6f1d1ebf68714b","used the shape of the words"
"667972671949d2e1c0c9ff54","trying to remember the pattern with certain symbol"
"667dd7126e7a9073e0af73fd","I didn't use any"
"6681625ff9dfa8a95bb0359d","none"
"6682b6d8a001b7f57c513ecc","I tried to form my own words with the words that were shown so if it looked funny then I denied it"
"66844cc1407c6afd0e100482","Trying to memorise the words i saw before"
"668553fe2efd22c91cf88fb9","Uniformity"
"6685e1541643171c04ec0e35","looked at the repeating characters"
"668992b2f868cb89829346c2","i tried to remeber 3 last characters in  block"
"6692b87aad65e83d4230c307","Look at the first 4 ´´letters´´"
"6693f13e028361f102a9ed86","tried to cram"
"66951e094b5bd0caf94e844f","I used my instinct"
"669cc52163cce3554e97d184","tried to create my own words out of reoccuring words to remember which ones where shown in the original task."
