"sbj_ID","UseL1Score","UseL2Score","UseL3Score","UseL4Score"
"69835a10b58c1a190110ab59",40.33,14.17,0,0
"69835b48d4c4c9a78668c0af",22.89,15.26,15.26,10.9
"698362eea52b5dadb6f3197b",38.15,15.26,11.99,0
"69839df6b3f83b9c02ac8234",31.61,22.89,0,0
"69839e45e8ca9d3863565d6d",43.6,8.72,11.99,0
"6983ab405a31650a9c36d9f8",42.51,5.45,17.44,0
"6984ab8a88a32e8274e0351b",34.88,19.62,0,0
"6984b22b8b8f99c86194ce62",38.15,16.35,0,0
"6984b8a7eadad5d5bd8e12cf",31.61,21.8,7.63,0
"6984c939f133acffbbd3b36a",45.78,8.72,0,0
"6984df69583cf5f1ae4f9490",38.15,15.26,9.81,0
"6985466b840079abc0ac75e9",40.33,14.17,0,0
"6985a1a2a9b075341a3e65b0",25.07,29.43,0,0
"6985a6c2b7a13630aac31fc5",42.51,11.99,0,0
"69863c0a716ec6381ad4d1fb",42.51,9.81,13.08,0
"69865b7be282f1756be7d697",34.88,19.62,0,0
"698725ce979bc4d4ea7c7373",52.32,2.18,0,0
"698732a17e9271820246153f",43.6,10.9,0,0
"698734d0ecc42269dc0e75ac",42.51,11.99,0,0
"6989baec35fa286279b29ca5",31.61,22.89,8.72,0
"6989bbea6334b622c22a53ee",50.14,4.36,0,0
"6989bc7b28c71e3280a6e7f6",40.33,11.99,11.99,1.09
"6989c0c01b2e93d5d8f2e20a",31.61,18.53,11.99,0
"6989c9427f6c4ffb769fad68",42.51,8.72,11.99,0
"6989da604f75e4c44ffefa17",27.25,27.25,0,0
"6989de5cb788d8dfc4a2641e",40.33,14.17,0,0
"6989f4760694ce91b5bc35f7",41.42,13.08,9.81,0
"698a196b6438a03eb3cce8f3",45.78,8.72,0,0
"698a4bd40711b1611e7f96ca",30.52,23.98,0,0
"698b4e2840974dba43e185e8",32.7,4.36,23.98,0
"698b57a46bf6a0eee98c0c04",31.61,18.53,14.17,0
"698cb68a1093d20f7c6087b7",38.15,14.17,13.08,0
"698d1d8ff61786b4c5785a1c",41.42,13.08,0,0
"698dd411bc2ef10a72a75749",47.96,3.27,14.17,0
"698df4a194fabefa716596ec",54.5,0,0,0
"698f277e7eb87d0f843d6bf7",34.88,19.62,0,0
"69907667f821728d219ce06d",28.34,21.8,11.99,0
"699426b305113343f561b4c6",43.6,9.81,10.9,1.09
"6998a16a9147ebdebf871a82",38.15,15.26,10.9,0
"6998ed35ce310d26bcf802aa",52.32,2.18,0,0
"699c7585ca22df8b1bf087fe",47.96,6.54,10.9,0
"69a56a100ee2dc518e8c415c",28.34,26.16,0,0
"69a5dbac7321bbc23b76cb30",42.51,11.99,0,0
"69a5e91eee249ee63d49f9ca",47.96,6.54,0,0
"69a6f5f930a06e13c4593d9d",35.97,18.53,0,0
"69a81ed11957a0f6e26144d2",34.88,19.62,0,0
"69aca66948779f79eefc2152",46.87,7.63,0,0
"69aebf5ccbf8f23f086f7b6c",47.96,6.54,9.81,0
"69aeec32d642e2a0092f6452",38.15,16.35,0,0
"69aeee44187fdda005ab835b",47.96,6.54,0,0
"69af1632fa81c6ae5d2df790",44.69,9.81,0,0
"69af34e771ce9d065c0d9d80",47.96,6.54,0,0
"69b0960f30730461ec1d57b1",33.79,13.08,11.99,2.18
"69b168262adfe7b4609a9209",52.32,2.18,0,0
"69b52f9256ef2162a97fbebc",40.33,14.17,0,0
"69b81e444b794cbe8947b065",40.33,13.08,10.9,0
"69bbe66ef888cc3fc9405de9",40.33,13.08,11.99,0
"69bc58df28cbddd60a341a03",41.42,10.9,13.08,0
"69c1120111926f72009dde4d",45.78,6.54,13.08,0
"69c147cc355c3af96875e729",52.32,2.18,10.9,0
"69c2a6ec39af7c4c4c681804",54.5,0,0,0
"69c4d00086c2b4a1a8dc2191",41.42,13.08,0,0
"69c653159fc262f6ae945f2c",39.24,15.26,0,0
"69ca93b861a695b1c1eec106",45.78,8.72,0,0
"69cff69eb8da20e1ea8a2fbe",47.96,3.27,10.9,0
"69d25ddbd1a5851c7aa92ad3",14.17,18.53,15.26,1.09
"69d62066fd5570ddfaee9725",43.6,5.45,13.08,0
"69d648d33057d63617173b85",47.96,6.54,0,0
"69d66f2bcd1bac4e9bbdddc3",39.24,15.26,0,0
"69d7cd471aa7b7397313cb1f",43.6,2.18,17.44,0
"69d8b313ae434f632a305c9b",35.97,8.72,14.17,3.27
"69dac423e2591f3cbc0dcad7",51.23,3.27,0,0
"69dcfc3bcb3d5759729e920e",25.07,2.18,35.97,0
"69df940e45bb58f49783baac",30.52,21.8,10.9,0
"69e0e73998a997f72e680509",54.5,0,0,0
"69e258d883661ada98acc7ee",54.5,0,0,0
"69e266c172efe398cfc4c52d",54.5,0,0,0
"69e50234165d341516973996",20.71,8.72,35.97,0
"69e511fc6bace0c078531c15",49.05,5.45,0,0
"69e549ba0b6a44f0ec2b09cc",54.5,0,0,0
"69e743c5f506b9499e8fa3f9",54.5,0,0,0
"69e90048f00cb9113be223d3",52.32,2.18,9.81,0
