temp_sbjID,HistoryL1Score,HistoryL2Score,HistoryL3Score,HistoryL4Score,UseL1Score,UseL2Score,UseL3Score,UseL4Score,ProficiencyL1Score,ProficiencyL2Score,ProficiencyL3Score,ProficiencyL4Score,AttitudeL1Score,AttitudeL2Score,AttitudeL3Score,AttitudeL4Score,L1Score,L2Score,L3Score,L4Score,lang_var,lang_ent,multi_exp,L1_L2_diff,RC1_L3,RC9_L4,RC2_use_L1vsL2,RC6_use_L4
183,41.768,18.16,0,0,38.150000000000006,16.35,0,0,54.480000000000004,34.05,0,0,54.480000000000004,36.32,0,0,188.87800000000004,104.88,0,0,8367.090881000004,0.9401890063413698,293.75800000000004,83.99800000000005,-0.917127841,-0.210449794,0.7648017010747282,-0.126605506
184,38.136,0,0,0,54.50000000000001,0,0,0,54.480000000000004,0,0,0,54.480000000000004,0,0,0,201.596,0,0,0,10160.2368,0,201.596,201.596,-0.608553952,0.041719051760814585,-0.398135517,-0.049277304
185,49.032000000000004,24.970000000000002,24.062,0,4.36,27.250000000000004,13.080000000000002,4.36,54.480000000000004,54.480000000000004,15.89,11.35,34.05,52.21,45.4,43.13,141.92200000000003,158.91000000000003,98.432,58.84,2026.8092346666676,1.910575762378396,458.10400000000004,-16.988,0.5607365523410761,1.9277570517449092,2.708787899736049,1.4753410053502185
186,45.854,1.362,0,0,53.410000000000004,1.09,0,0,54.480000000000004,36.32,0,0,40.86,15.89,0,0,194.60400000000004,54.662,0,0,8441.755457000003,0.7588723154479772,249.26600000000005,139.94200000000004,-0.933924852,-0.162657494,-0.885006686,0.001253171
187,51.302,15.436,4.086,0,47.96,5.45,11.99,0,54.480000000000004,47.67,4.54,0,54.480000000000004,43.13,4.54,0,208.22200000000004,111.686,25.156,0,8898.565730666669,1.241903338292152,345.064,96.53600000000003,0.3580996354007333,-0.479452088,-0.562943433,-0.060675077
188,50.848,20.884,27.240000000000002,16.798000000000002,32.7,18.53,9.81,0,54.480000000000004,54.480000000000004,43.13,20.43,54.480000000000004,40.86,36.32,34.05,192.50800000000004,134.75400000000002,116.5,71.27799999999999,2518.074488000002,1.9166727336183715,515.0400000000001,57.75400000000002,0.5362588833302312,1.6528509430380947,0.9497932277784495,-0.616895012
189,54.480000000000004,14.982000000000001,0,0,46.870000000000005,7.630000000000001,0,0,52.21,40.86,0,0,54.480000000000004,38.59,0,0,208.04000000000002,102.06200000000001,0,0,9885.493614333336,0.9140288278979725,310.10200000000003,105.97800000000001,-1.113981744,-0.084603214,-0.278030192,-0.05842823
190,54.480000000000004,14.528,1.816,6.356,47.96,4.36,13.080000000000002,0,54.480000000000004,47.67,31.78,2.27,54.480000000000004,31.78,43.13,18.16,211.40000000000003,98.33800000000001,89.80600000000001,26.786,5901.204150333336,1.7141100569400547,426.3300000000001,113.06200000000003,1.407924046520164,0.2962174788768567,-0.433835616,-0.245730006
191,41.768,28.148,0,0,38.150000000000006,16.35,0,0,49.94,22.7,0,0,47.67,36.32,0,0,177.52800000000002,103.518,0,0,7495.1511930000015,0.9493820913782112,281.04600000000005,74.01000000000002,-0.720806786,-0.10380809,0.4635314764035473,-0.185534727
192,48.578,9.534,0,0,46.870000000000005,7.630000000000001,0,0,47.67,31.78,0,0,54.480000000000004,34.05,0,0,197.598,82.994,0,0,8750.002008000001,0.8760732883812874,280.592,114.60400000000001,-0.993267458,-0.008038352,-0.386019285,-0.039131281
193,52.21,14.982000000000001,0,0,49.050000000000004,5.45,0,0,54.480000000000004,38.59,0,0,54.480000000000004,18.16,0,0,210.22000000000003,77.182,0,0,9833.177374333336,0.8393772442708126,287.40200000000004,133.038,-1.033340733,-0.102678082,-0.291031802,-0.049563486
