temp_sbjID,HistoryL1Score,HistoryL2Score,HistoryL3Score,HistoryL4Score,UseL1Score,UseL2Score,UseL3Score,UseL4Score,ProficiencyL1Score,ProficiencyL2Score,ProficiencyL3Score,ProficiencyL4Score,AttitudeL1Score,AttitudeL2Score,AttitudeL3Score,AttitudeL4Score,L1Score,L2Score,L3Score,L4Score,lang_var,lang_ent,multi_exp,L1_L2_diff,RC1_L3,RC9_L4,RC2_use_L1vsL2,RC6_use_L4
34,36.774,42.222,21.338,0,11.99,37.06,11.99,0,27.240000000000002,52.21,29.51,0,54.480000000000004,52.21,29.51,0,130.484,183.70200000000003,92.34800000000001,0,5994.392958333335,1.5297949582926353,406.53400000000005,-53.218,1.2814049403861782,-0.772790606,1.5907211182277574,-0.080266908
35,53.118,15.89,0,0,49.050000000000004,5.45,0,0,54.480000000000004,45.4,0,0,54.480000000000004,47.67,0,0,211.12800000000004,114.41,0,0,10390.311041000004,0.9353554697567967,325.538,96.71800000000005,-1.174698575,-0.128252062,-0.628900662,-0.055144226
36,52.21,16.798000000000002,5.902,0,54.50000000000001,0,10.9,0,54.480000000000004,45.4,11.35,0,54.480000000000004,27.240000000000002,9.08,0,215.67000000000002,89.438,37.232,0,8866.585889333335,1.2739770649313693,342.34000000000003,126.23200000000001,0.4628866022710138,-0.470262201,-1.164642355,-0.014518924
37,52.21,15.436,10.442,0,45.78,8.72,10.9,0,54.480000000000004,54.480000000000004,38.59,0,54.480000000000004,47.67,36.32,0,206.95000000000005,126.306,96.25200000000001,0,7308.891708000003,1.5103798998883422,429.50800000000004,80.64400000000005,1.256670708029834,-0.937161926,-0.253754591,0.040532934759455505
38,53.118,18.614,4.994,3.632,45.78,7.630000000000001,11.99,0,54.480000000000004,54.480000000000004,18.16,11.35,54.480000000000004,31.78,15.89,13.620000000000001,207.858,112.504,51.034000000000006,28.602,6428.347246333334,1.6565890970370356,399.998,95.354,0.538623424,0.6368261710218279,-0.323662633,-0.25795822
39,54.480000000000004,15.436,10.896,0,45.78,8.72,10.9,0,54.480000000000004,52.21,27.240000000000002,0,54.480000000000004,54.480000000000004,18.16,0,209.22000000000003,130.846,67.196,0,7981.1341236666685,1.4488485897306067,407.26200000000006,78.37400000000002,0.7526516030920899,-0.732648108,-0.274176577,-0.003756569
40,50.848,10.442,0,0,49.050000000000004,5.45,0,0,54.480000000000004,36.32,0,0,52.21,29.51,0,0,206.588,81.72200000000001,0,0,9525.474334333332,0.8601116568283991,288.31,124.86599999999999,-1.034415895,-0.112400293,-0.342454385,-0.047373237
41,50.848,16.344,0,0,44.690000000000005,9.81,0,0,54.480000000000004,49.94,0,0,54.480000000000004,34.05,0,0,204.49800000000005,110.14399999999999,0,0,9733.745233000003,0.9341228248689235,314.64200000000005,94.35400000000006,-1.149499889,-0.196059977,-0.060441963,-0.054431842
42,54.480000000000004,14.982000000000001,5.902,6.356,26.160000000000004,22.89,5.45,0,54.480000000000004,54.480000000000004,29.51,22.7,54.480000000000004,54.480000000000004,20.43,22.7,189.60000000000002,146.832,61.292,51.756,4478.373808000001,1.8036188465295868,449.48,42.76800000000003,-0.150482714,1.5651191382204703,1.7433019969620742,-0.474354192
43,43.584,15.436,0,0,46.870000000000005,7.630000000000001,0,0,52.21,45.4,0,0,54.480000000000004,34.05,0,0,197.144,102.516,0,0,8975.419364000001,0.9268213837375604,299.66,94.628,-1.063240729,-0.159019569,-0.535547757,-0.042958209
44,53.572,17.706,0,0,46.870000000000005,7.630000000000001,0,0,54.480000000000004,43.13,0,0,54.480000000000004,38.59,0,0,209.40200000000004,107.05600000000001,0,0,10091.25609966667,0.9231772980826514,316.4580000000001,102.34600000000003,-1.119837936,-0.130467096,-0.255378647,-0.071150287
45,46.762,15.89,5.902,0,49.050000000000004,4.36,11.99,0,54.480000000000004,47.67,24.97,0,54.480000000000004,40.86,18.16,0,204.77200000000005,108.78,61.02199999999999,0,7470.641499666671,1.4208039607066447,374.574,95.99200000000005,1.0202111997552223,-0.708142857,-0.754391374,-0.014773196
46,51.756,15.436,0,0,43.6,10.9,0,0,54.480000000000004,52.21,0,0,54.480000000000004,47.67,0,0,204.31600000000003,126.216,0,0,10120.885252000002,0.9593431,330.53200000000004,78.10000000000004,-1.212266691,-0.211396529,-0.032545283,-0.058707114
47,51.302,18.16,0,0,35.970000000000006,18.53,0,0,52.21,49.94,0,0,36.32,49.94,0,0,175.802,136.57,0,0,8387.880502666665,0.9885914949596043,312.37199999999996,39.232,-1.030878984,-0.301756575,0.6074875323351677,-0.122597612
48,44.492000000000004,17.706,12.258000000000001,8.172,46.870000000000005,6.540000000000001,8.72,0,49.94,49.94,34.05,27.240000000000002,54.480000000000004,36.32,36.32,20.43,195.78200000000004,110.506,91.348,55.842000000000006,3531.459835666669,1.857262675139509,453.478,85.27600000000004,0.5512168053812385,1.5117042317177882,-0.877124321,-0.382163803
49,52.21,9.534,0,0,53.410000000000004,1.09,0,0,54.480000000000004,36.32,0,0,54.480000000000004,40.86,0,0,214.58000000000004,87.804,0,0,10298.365984000004,0.8692019515829115,302.384,126.77600000000004,-1.10633038,-0.062356292,-0.93938572,-0.030534895
50,44.946,16.798000000000002,4.994,0,50.14,4.36,10.9,0,54.480000000000004,45.4,22.7,0,54.480000000000004,49.94,0,0,204.046,116.49799999999999,38.594,0,8150.3417316666655,1.3361096315138008,359.138,87.548,0.6517972941722295,-0.543340861,-0.945881587,-0.056107929
51,42.676,14.982000000000001,0,0,43.6,10.9,0,0,54.480000000000004,40.86,0,0,54.480000000000004,49.94,0,0,195.23600000000005,116.682,0,0,9136.191713000004,0.9537527091233583,311.91800000000006,78.55400000000004,-1.05053474,-0.199708583,-0.084269377,-0.083866427
52,42.676,16.798000000000002,1.816,0,29.430000000000003,25.07,9.81,0,49.94,52.21,18.16,0,40.86,49.94,0,0,162.906,144.018,29.786,0,6607.782977,1.340361202771172,336.71,18.888000000000005,0.5753483582694651,-0.677324283,1.2375271812934105,-0.136536509
53,52.664,9.08,4.54,0,46.870000000000005,7.630000000000001,10.9,0,52.21,45.4,22.7,0,54.480000000000004,31.78,20.43,0,206.224,93.89,58.57,0,7536.854070666666,1.3921793147212727,358.68399999999997,112.33399999999999,0.8677556328708824,-0.638017333,-0.165350648,0.008190758
54,42.676,44.038000000000004,18.16,0,31.610000000000003,21.8,10.9,0,54.480000000000004,54.480000000000004,34.05,0,54.480000000000004,49.94,31.78,0,183.24600000000004,170.258,94.89,0,7102.233457000002,1.5321818019547127,448.394,12.988000000000028,1.2027114848937208,-1.028093487,0.8195887851424805,-0.106005067
55,50.848,15.436,2.724,9.988,49.050000000000004,5.45,10.9,0,54.480000000000004,54.480000000000004,31.78,31.78,54.480000000000004,43.13,18.16,18.16,208.858,118.49600000000001,63.56400000000001,59.928,4826.394843666667,1.806418669129716,450.84600000000006,90.362,0.5436592931575052,1.564781516,-0.800146969,-0.488545611
56,40.86,44.492000000000004,36.32,4.994,25.07,19.62,6.540000000000001,1.09,49.94,47.67,38.59,29.51,22.7,54.480000000000004,52.21,40.86,138.57,166.262,133.66,76.45400000000001,1420.8538436666663,1.9498305718838846,514.9459999999999,-27.692,0.37603774403127116,2.6242350051284475,0.21853361997778703,-0.11247857
57,51.756,13.620000000000001,6.8100000000000005,0,50.14,4.36,10.9,0,54.480000000000004,43.13,9.08,0,54.480000000000004,40.86,9.08,0,210.856,101.97,35.87,0,8582.521810666667,1.2950862497616433,348.696,108.886,0.38467632573800326,-0.488294604,-0.649891112,-0.032290564
58,43.584,18.16,0,0,51.230000000000004,3.2700000000000005,0,0,54.480000000000004,49.94,0,0,52.21,52.21,0,0,201.50400000000002,123.58000000000001,0,0,9818.658884000002,0.958146413,325.08400000000006,77.924,-1.140837808,-0.18572012,-1.271467549,-0.046660771
59,39.952,14.982000000000001,0,0,42.510000000000005,11.99,0,0,54.480000000000004,49.94,0,0,45.4,54.480000000000004,0,0,182.342,131.392,0,0,8635.068979666667,0.9808911360877233,313.73400000000004,50.95000000000002,-1.059090279,-0.303960963,-0.259344375,-0.079531686
60,46.308,16.344,0,0,42.510000000000005,11.99,0,0,52.21,45.4,0,0,52.21,43.13,0,0,193.23800000000003,116.864,0,0,8985.768846333336,0.9557916855497666,310.10200000000003,76.37400000000002,-1.07357019,-0.187806181,-0.027449872,-0.073889423
61,42.676,16.344,0,0,39.24,15.260000000000002,0,0,52.21,43.13,0,0,54.480000000000004,22.7,0,0,188.606,97.43400000000001,0,0,8203.629064,0.9254209451346296,286.04,91.17199999999998,-0.979627527,-0.211709832,0.5515195759335755,-0.076185194
62,49.486000000000004,12.258000000000001,16.344,0,53.410000000000004,1.09,10.9,0,54.480000000000004,52.21,52.21,0,52.21,29.51,31.78,0,209.58600000000004,95.06800000000001,111.23400000000001,0,7365.503880000003,1.4938073878397082,415.88800000000003,114.51800000000003,1.5156302871374787,-0.969491879,-1.10987191,0.11121731586537287
63,44.492000000000004,34.050000000000004,7.264,0,22.89,31.610000000000003,9.81,0,52.21,49.94,9.08,0,43.13,47.67,11.35,0,162.722,163.27,37.504000000000005,0,7169.918898666668,1.3758049801303172,363.49600000000004,-0.548,0.4943134181076718,-0.751498975,2.0452070118286514,-0.206473115
64,53.572,16.798000000000002,2.27,7.264,35.970000000000006,14.170000000000002,10.9,0,54.480000000000004,49.94,24.97,11.35,54.480000000000004,22.7,9.08,2.27,198.502,103.608,47.22,20.884,6179.643358333334,1.6092184717966975,370.21400000000006,94.894,0.7269665832919546,-0.250657549,0.926986358,-0.281216406
65,52.21,14.982000000000001,8.626,1.362,43.6,8.72,13.080000000000002,0,54.480000000000004,54.480000000000004,52.21,11.35,54.480000000000004,54.480000000000004,45.4,13.620000000000001,204.77000000000004,132.662,119.316,26.332,5372.689874666668,1.7639924863069636,483.08000000000004,72.10800000000003,1.7194545457962411,0.2486597286679969,-0.211909657,-0.149899352
66,44.492000000000004,17.252,0,0,50.14,4.36,0,0,54.480000000000004,49.94,0,0,54.480000000000004,54.480000000000004,0,0,203.59200000000004,126.032,0,0,10056.924048000003,0.9596854121197276,329.624,77.56000000000004,-1.1693502,-0.181211145,-1.091330702,-0.046490102
67,54.480000000000004,22.246000000000002,0.908,0,39.24,15.260000000000002,10.9,0,54.480000000000004,47.67,2.27,0,54.480000000000004,49.94,2.27,0,202.68,135.11599999999999,16.348,0,9416.093258666668,1.1959897262357757,354.144,67.56400000000002,0.20885563558406867,-0.464196625,0.5591318268245372,-0.143061542
68,53.118,14.074,0,0,41.42,13.080000000000002,0,0,54.480000000000004,45.4,0,0,54.480000000000004,47.67,0,0,203.49800000000005,120.224,0,0,9888.754286333336,0.9517260930226495,323.72200000000004,83.27400000000004,-1.158605271,-0.190177205,0.39120146188240945,-0.079712613
69,43.13,23.154,15.436,6.356,41.42,11.99,11.99,0,54.480000000000004,54.480000000000004,47.67,36.32,27.240000000000002,47.67,29.51,36.32,166.27000000000004,137.29399999999998,104.60600000000001,78.99600000000001,1448.4868996666673,1.9463986125570987,487.16600000000005,28.976000000000056,1.0655043093880623,2.666642497930385,-0.582235252,-0.614254652
70,50.848,17.252,0,0,51.230000000000004,3.2700000000000005,0,0,54.480000000000004,45.4,0,0,54.480000000000004,15.89,0,0,211.038,81.812,0,0,9929.986721000001,0.8545839472078218,292.85,129.226,-1.077507778,-0.122956836,-0.709137306,-0.030616836
71,50.848,7.718,0,0,45.78,8.72,0,0,54.480000000000004,40.86,0,0,54.480000000000004,15.89,0,0,205.58800000000002,73.188,0,0,9397.964848000001,0.8305452357943333,278.776,132.40000000000003,-1.057479932,-0.15508977,0.20497089,-0.027690358
72,51.756,15.436,7.718,0,49.050000000000004,5.45,10.9,0,54.480000000000004,54.480000000000004,24.97,0,54.480000000000004,54.480000000000004,20.43,0,209.76600000000002,129.846,64.018,0,8076.922857000001,1.4384288222623915,403.63,79.92000000000002,0.7583851869677531,-0.71987878,-0.774880123,0.006377555
73,53.572,16.344,14.074,0,49.050000000000004,5.45,10.9,0,52.21,36.32,22.7,0,52.21,38.59,22.7,0,207.04200000000003,96.70400000000001,70.374,0,7393.036552000002,1.430308523184793,374.12,110.33800000000002,0.8552542070438867,-0.623963432,-0.529820995,-8.37E-04
74,50.848,16.798000000000002,1.362,0,42.510000000000005,9.81,13.080000000000002,0,54.480000000000004,54.480000000000004,20.43,0,40.86,31.78,22.7,0,188.69800000000004,112.86800000000001,57.572,0,6471.876683666669,1.4360224258690977,359.13800000000003,75.83000000000003,1.2049465330618578,-0.83342702,-0.0533817,-0.0559556
75,44.946,36.774,0,0,46.870000000000005,7.630000000000001,0,0,54.480000000000004,47.67,0,0,54.480000000000004,31.78,0,0,200.776,123.85400000000001,0,0,9768.218755666669,0.959110976,324.63,76.922,-1.00509282,-0.171166779,-0.72798386,-0.126537492
76,52.664,17.252,1.816,0,53.410000000000004,1.09,10.9,0,54.480000000000004,52.21,13.620000000000001,0,54.480000000000004,49.94,45.4,0,215.03400000000005,120.49199999999999,71.736,0,8146.137585000003,1.4475931936051616,407.26200000000006,94.54200000000006,0.8777700955270663,-0.737521938,-1.231715596,0.025069198136910782
77,52.664,16.344,9.988,8.626,46.870000000000005,1.09,9.81,0,54.480000000000004,52.21,49.94,34.05,54.480000000000004,34.05,27.240000000000002,22.7,208.49400000000003,103.694,96.97800000000001,65.37599999999999,3867.806697000002,1.8628990478165328,474.54200000000003,104.80000000000003,0.8134168879819879,1.8660751180915967,-0.88164859,-0.461039224
78,50.848,15.89,8.172,6.8100000000000005,39.24,14.170000000000002,10.9,0,52.21,40.86,29.51,18.16,36.32,29.51,31.78,31.78,178.618,100.43,80.36200000000001,56.75,2790.633989333333,1.8688128789541998,416.16,78.18799999999999,0.8556589275403734,1.8884339016357945,0.35806721214848547,-0.505159497
79,54.480000000000004,26.786,10.896,3.178,52.32000000000001,1.09,9.81,0,52.21,52.21,22.7,0,54.480000000000004,49.94,45.4,6.8100000000000005,213.49,130.026,88.80600000000001,9.988,7187.157510333334,1.615019445583206,442.31,83.464,0.7910555467943194,-0.366994332,-1.436585064,-0.070801144
80,50.848,20.43,0,0,50.14,3.2700000000000005,0,0,54.480000000000004,36.32,0,0,52.21,22.7,0,0,207.67800000000003,82.72,0,0,9630.000161000002,0.8619759962274405,290.398,124.95800000000003,-0.982908493,-0.087757092,-0.657577223,-0.075599551
81,53.118,16.344,7.264,0,51.230000000000004,3.2700000000000005,10.9,0,54.480000000000004,49.94,20.43,0,54.480000000000004,36.32,2.27,0,213.30800000000005,105.874,40.864000000000004,0,8657.064236,1.3229939902023327,360.04600000000005,107.43400000000005,0.5203785834179709,-0.529374448,-0.859150929,-0.021439203
82,42.676,13.166,9.08,0,23.98,28.340000000000003,2.18,0,52.21,49.94,36.32,0,47.67,45.4,40.86,0,166.536,136.846,88.44,0,5300.526897,1.539393525524624,391.822,29.689999999999998,0.4552365789737861,-0.946012497,2.1364342913389036,-0.016935113
83,54.480000000000004,14.528,7.718,0,39.24,9.81,13.080000000000002,0,54.480000000000004,43.13,29.51,0,54.480000000000004,29.51,20.43,0,202.68,96.97800000000001,70.738,0,7063.160108000001,1.438336426771435,370.396,105.702,1.2885414685234196,-0.78256895,0.5457761796340145,-0.041122424
84,51.302,16.798000000000002,5.448,0,53.410000000000004,1.09,10.9,0,54.480000000000004,38.59,11.35,0,52.21,43.13,22.7,0,211.40200000000002,99.608,50.397999999999996,0,8166.194018666668,1.3613153623841292,361.408,111.79400000000001,0.6741410006298817,-0.54344069,-1.08851945,-0.028630423
85,41.768,37.682,0,0,16.35,38.150000000000006,0,0,54.480000000000004,54.480000000000004,0,0,31.78,40.86,0,0,144.37800000000001,171.17200000000003,0,0,8417.303281000002,0.994792775,315.55000000000007,-26.794,-0.812787518,-0.552863504,2.744159784,-0.273056714
86,53.572,13.166,0,0,46.870000000000005,7.630000000000001,0,0,54.480000000000004,34.05,0,0,54.480000000000004,20.43,0,0,209.40200000000004,75.276,0,0,9751.760953000005,0.833350716,284.67800000000005,134.12600000000003,-1.00811579,-0.09297555,0.089890802,-0.06464374
87,47.67,18.614,4.086,0,52.32000000000001,0,10.9,0,54.480000000000004,31.78,20.43,0,54.480000000000004,24.97,22.7,0,208.95000000000005,75.364,58.116,0,7800.9094090000035,1.3497660029585765,342.43000000000006,133.58600000000004,1.0374341306659678,-0.565646098,-0.927491004,-0.038657553
88,49.486000000000004,12.712,3.632,3.178,51.230000000000004,3.2700000000000005,10.9,0,54.480000000000004,43.13,18.16,18.16,54.480000000000004,38.59,47.67,47.67,209.67600000000004,97.702,80.362,69.00800000000001,4191.725670666669,1.8445704559363003,456.74800000000005,111.97400000000005,0.4549279302518882,3.180064578894272,-0.919960743,-0.488623129
89,54.480000000000004,14.528,7.718,4.994,47.96,6.540000000000001,10.9,0,54.480000000000004,52.21,27.240000000000002,11.35,52.21,52.21,29.51,13.620000000000001,209.13000000000002,125.488,75.36800000000001,29.964000000000002,5890.590379666668,1.7262591707768689,439.95000000000005,83.64200000000002,0.6996278684469263,0.48932943566418374,-0.587740251,-0.238964729
90,45.4,13.620000000000001,0,0,49.050000000000004,5.45,0,0,54.480000000000004,43.13,0,0,47.67,24.97,0,0,196.60000000000002,87.17,0,0,8706.271891666669,0.889897722,283.77000000000004,109.43000000000002,-1.001298785,-0.187645874,-0.60696609,-0.044092662
91,44.946,0,0,0,54.50000000000001,0,0,0,54.480000000000004,0,0,0,45.4,0,0,0,199.326,0,0,0,9932.713569,0,199.326,199.326,-0.594577078,0.035977044,-0.35475314,-0.06274572
