,sbj_ID,Age,Gender,Education,L1,L2,L3,L4,otherLs,task,AoAL1,AoAL2,AoEaseL1,AoEaseL2,yearsEduL1,yearsEduL2,yearsCountryL1,yearsCountryL2,yearsFamilyL1,yearsFamilyL2,yearsWorkL1,yearsWorkL2,PercFriendsL1,PercFriendsL2,PercFamilyL1,PercFamilyL2,PercWorkL1,PercWorkL2,PercSelfL1,PercSelfL2,PercCountL1,PercCountL2,ProfSpeakL1,ProfSpeakL2,ProfUnderstandL1,ProfUnderstandL2,ProfReadL1,ProfReadL2,AttentionL1,AttentionL2,ProfWriteL1,ProfWriteL2,AttSelfL1,AttSelfL2,AttCultureL1,AttCultureL2,AttNativeLevelL1,AttNativeLevelL2,AttMothertongueL1,AttMothertongueL2,HistoryL1Score,HistoryL2Score,HistoryL3Score,HistoryL4Score,UseL1Score,UseL2Score,UseL3Score,UseL4Score,ProficiencyL1Score,ProficiencyL2Score,ProficiencyL3Score,ProficiencyL4Score,AttitudeL1Score,AttitudeL2Score,AttitudeL3Score,AttitudeL4Score,L1Score,L2Score,L3Score,L4Score,AoAL3,AoEaseL3,yearsEduL3,yearsCountryL3,yearsFamilyL3,yearsWorkL3,PercFriendsL3,PercFamilyL3,PercWorkL3,PercSelfL3,PercCountL3,ProfSpeakL3,ProfUnderstandL3,ProfReadL3,AttentionL3,ProfWriteL3,AttSelfL3,AttCultureL3,AttNativeLevelL3,AttMothertongueL3,AoAL4,AoEaseL4,yearsEduL4,yearsCountryL4,yearsFamilyL4,yearsWorkL4,PercFriendsL4,PercFamilyL4,PercWorkL4,PercSelfL4,PercCountL4,ProfSpeakL4,ProfUnderstandL4,ProfReadL4,AttentionL4,ProfWriteL4,AttSelfL4,AttCultureL4,AttNativeLevelL4,AttMothertongueL4
0,65672c69a3737224f1d0bbfa,22,Woman,Masters,Arabic,English,French,Spanish,a tiny bit of chinese and german but cant hold a convo in them,BLP,20,12.0,20,20.0,20,20.0,20,1.0,20,0.0,3,2.0,3,5,5,1,1,5,5,5,5,5,6,6.0,6,6.0,6,6.0,true,true,6,6.0,6,6.0,6,6.0,6,6.0,6,6.0,46.762,24.970000000000002,26.786,1.362,20.71,22.89,11.99,0.0,54.480000000000004,54.480000000000004,47.67,22.7,54.480000000000004,54.480000000000004,31.78,27.240000000000002,176.43200000000002,156.82,118.226,51.302,16.0,20.0,20.0,1.0,1.0,1.0,2,4,4,0,0,5.0,5.0,6.0,true,5.0,2.0,0.0,6.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,2.0,3.0,3.0,true,2.0,0.0,0.0,6.0,6.0
0,6597e935328d41ae3aeef33b,24,Man,College,polish,english,n/a,n/a,n/a,BLP,20,16.0,20,13.0,16,16.0,20,0.0,20,0.0,20,0.0,10,0,10,0,9,1,7,3,8,2,6,4.0,6,6.0,6,6.0,true,true,6,3.0,6,4.0,3,3.0,6,4.0,0,0.0,52.664,20.43,0.0,0.0,47.96,6.540000000000001,0.0,0.0,54.480000000000004,43.13,0.0,0.0,34.05,24.97,0.0,0.0,189.154,95.07,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6598994f0e7e5db183bfe3ee,24,Woman,PlusCollege,Spanish,English,n/a,n/a,no,BLP,20,10.0,20,4.0,20,12.0,20,2.0,20,0.0,20,2.0,8,2,9,1,1,9,9,1,9,1,6,5.0,6,6.0,6,6.0,true,true,6,5.0,6,6.0,6,6.0,6,6.0,6,6.0,54.480000000000004,13.620000000000001,0.0,0.0,39.24,15.260000000000002,0.0,0.0,54.480000000000004,49.94,0.0,0.0,54.480000000000004,54.480000000000004,0.0,0.0,202.68,133.3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,65a97afe116a650acc588c5b,22,Man,HighSchool,english,punjabi,n/a,n/a,no,BLP,17,20.0,15,0.0,18,0.0,20,3.0,19,19.0,20,0.0,10,0,10,0,10,0,10,0,10,0,6,2.0,6,3.0,6,0.0,true,true,6,0.0,6,2.0,6,4.0,6,4.0,6,3.0,49.486000000000004,19.068,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,11.35,0.0,0.0,54.480000000000004,29.51,0.0,0.0,212.94600000000003,59.928,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,65b901451577b2a0f18bc7ab,23,Man,HighSchool,Hungarian,English,n/a,n/a,No,BLP,20,10.0,20,7.0,20,2.0,20,0.0,20,0.0,20,5.0,10,0,10,0,9,1,8,2,9,1,6,6.0,6,6.0,6,6.0,true,true,6,6.0,6,6.0,5,3.0,6,6.0,6,6.0,54.480000000000004,10.896,0.0,0.0,50.14,4.36,0.0,0.0,54.480000000000004,54.480000000000004,0.0,0.0,52.21,47.67,0.0,0.0,211.31000000000003,117.406,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,65cf6d92ac6f7932b1470fb4,21,Woman,HighSchool,French,English,n/a,n/a,No,BLP,20,9.0,20,9.0,12,0.0,20,0.0,20,0.0,1,2.0,3,7,10,0,1,9,1,9,3,7,5,5.0,6,6.0,6,6.0,true,true,6,6.0,4,6.0,4,4.0,6,6.0,5,5.0,42.222,9.08,0.0,0.0,19.62,34.88,0.0,0.0,52.21,52.21,0.0,0.0,43.13,47.67,0.0,0.0,157.182,143.84,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,65dce7715387badaf80e875d,18,Man,HighSchool,French,english,chinese,spanish,no,BLP,20,14.0,14,9.0,12,8.0,16,0.0,8,1.0,14,0.0,9,1,3,0,7,2,8,0,7,0,6,5.0,6,6.0,6,6.0,true,true,6,5.0,6,3.0,4,2.0,6,6.0,6,6.0,38.136,14.528,16.798000000000002,9.988,37.06,3.2700000000000005,8.72,1.09,54.480000000000004,49.94,31.78,24.97,49.94,38.59,45.4,11.35,179.61599999999999,106.328,102.69800000000001,47.398,16.0,8.0,5.0,2.0,6.0,0.0,0,7,0,2,3,5.0,5.0,2.0,true,2.0,4.0,4.0,6.0,6.0,10.0,6.0,6.0,0.0,0.0,0.0,0,0,1,0,0,3.0,2.0,3.0,true,3.0,2.0,0.0,2.0,1.0
0,65fc949678623ac83f926940,21,Woman,College,Romanian,English,Dutch,German,No,BLP,20,15.0,20,13.0,12,16.0,20,20.0,20,20.0,0,3.0,6,4,10,0,0,7,5,5,6,4,6,6.0,6,6.0,6,6.0,true,true,6,6.0,5,5.0,6,6.0,3,6.0,6,6.0,41.768,39.498000000000005,7.264,6.356,29.430000000000003,21.8,14.170000000000002,0.0,54.480000000000004,54.480000000000004,36.32,29.51,45.4,52.21,11.35,6.8100000000000005,171.078,167.988,69.104,42.676,3.0,2.0,4.0,4.0,0.0,3.0,0,0,3,0,0,3.0,5.0,5.0,true,3.0,0.0,2.0,3.0,0.0,8.0,0.0,4.0,2.0,0.0,0.0,0,0,0,0,0,2.0,4.0,4.0,true,3.0,0.0,0.0,3.0,0.0
0,66031000461c44484ac359a8,25,Man,College,Greek,English,Russian,n/a,No,BLP,0,5.0,17,12.0,14,10.0,20,0.0,20,20.0,20,2.0,9,1,9,0,9,1,8,1,6,3,6,6.0,6,6.0,6,6.0,true,true,6,6.0,6,6.0,6,5.0,6,6.0,6,6.0,41.314,22.246000000000002,9.988,0.0,44.690000000000005,6.540000000000001,11.99,0.0,54.480000000000004,54.480000000000004,40.86,0.0,54.480000000000004,52.21,43.13,0.0,194.964,135.476,105.968,0.0,5.0,14.0,3.0,0.0,0.0,0.0,0,1,0,1,1,5.0,5.0,4.0,true,4.0,6.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
0,660310c1b1a7ea09dee682e2,24,Woman,College,Gree,Englsh,Spnsh,n/,no,BLP,20,14.0,20,6.0,14,10.0,20,0.0,20,0.0,5,5.0,8,2,10,0,7,3,6,3,10,0,6,5.0,6,5.0,6,5.0,true,true,6,6.0,6,6.0,5,4.0,6,6.0,6,5.0,44.946,15.89,0.908,0.0,44.690000000000005,8.72,11.99,0.0,54.480000000000004,47.67,22.7,0.0,52.21,47.67,34.05,0.0,196.326,119.95,69.648,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,1,0,2.0,3.0,3.0,true,2.0,3.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,true,0.0,0.0,0.0,0.0,0.0
0,6606800e185d326591af6f7a,22,Man,HighSchool,Cebuano,English,Norwegian,Tagalog,No,BLP,20,20.0,20,20.0,0,13.0,12,20.0,20,20.0,0,2.0,2,4,4,3,3,3,2,2,0,2,5,6.0,5,6.0,5,6.0,true,true,3,6.0,5,6.0,5,6.0,6,6.0,3,6.0,32.688,43.13,4.086,28.148,11.99,15.260000000000002,25.07,4.36,40.86,54.480000000000004,38.59,24.97,43.13,54.480000000000004,49.94,27.240000000000002,128.668,167.35000000000002,117.686,84.718,0.0,0.0,1.0,3.0,3.0,2.0,3,2,3,5,8,4.0,4.0,4.0,true,5.0,5.0,5.0,6.0,6.0,20.0,8.0,2.0,12.0,20.0,0.0,1,1,1,1,0,2.0,3.0,3.0,true,3.0,3.0,3.0,3.0,3.0
0,6606c9d692990fbf223f63bb,18,Man,MinusHighSchool,Polish,English,n/a,n/a,No,BLP,20,14.0,6,4.0,12,12.0,18,0.0,18,0.0,18,0.0,8,2,10,0,8,2,5,5,2,8,6,5.0,6,6.0,6,6.0,true,true,6,5.0,6,6.0,6,4.0,6,6.0,6,5.0,41.768,13.620000000000001,0.0,0.0,35.970000000000006,18.53,0.0,0.0,54.480000000000004,49.94,0.0,0.0,54.480000000000004,47.67,0.0,0.0,186.69800000000004,129.76,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,660c0d70a8f60acced0c8cc8,22,Woman,College,Portuguese,English,n/a,n/a,No,BLP,20,14.0,20,0.0,12,7.0,20,0.0,20,1.0,20,1.0,8,2,9,1,10,0,10,0,10,0,6,3.0,6,4.0,6,4.0,true,true,6,2.0,6,1.0,6,0.0,6,6.0,6,1.0,50.848,10.442,0.0,0.0,51.230000000000004,3.2700000000000005,0.0,0.0,54.480000000000004,29.51,0.0,0.0,54.480000000000004,18.16,0.0,0.0,211.038,61.382000000000005,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,660c265dce47171c0dd7d359,20,Man,HighSchool,Russian,Ukraininan,Englsih,French,n/a,BLP,20,20.0,20,14.0,11,11.0,17,17.0,17,17.0,17,17.0,7,2,10,0,0,8,4,4,9,0,6,6.0,6,6.0,6,6.0,true,true,6,6.0,6,6.0,6,6.0,3,3.0,0,6.0,46.308,43.584,15.89,4.086,32.7,15.260000000000002,17.44,0.0,54.480000000000004,54.480000000000004,40.86,11.35,34.05,47.67,24.97,0.0,167.538,160.99400000000003,99.16,15.436,14.0,8.0,11.0,1.0,1.0,0.0,1,0,2,2,1,5.0,5.0,5.0,true,3.0,3.0,3.0,3.0,2.0,3.0,0.0,2.0,2.0,2.0,0.0,0,0,0,0,0,1.0,2.0,1.0,true,1.0,0.0,0.0,0.0,0.0
0,66156fd87e14e8a60c007e17,25,Man,Masters,Slovak,Czech,English,Polish,n/a,BLP,20,20.0,20,20.0,13,0.0,20,0.0,20,0.0,20,0.0,9,0,8,0,8,0,3,0,10,0,6,6.0,6,6.0,6,6.0,true,true,6,5.0,6,6.0,6,6.0,6,6.0,6,0.0,51.302,18.16,15.89,5.448,41.42,0.0,19.62,0.0,54.480000000000004,52.21,49.94,6.8100000000000005,54.480000000000004,40.86,47.67,6.8100000000000005,201.68200000000002,111.23,133.12,19.068,12.0,8.0,11.0,0.0,0.0,4.0,1,2,2,7,0,5.0,6.0,6.0,true,5.0,6.0,3.0,6.0,6.0,10.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,1.0,1.0,true,0.0,0.0,3.0,0.0,0.0
0,66168e55cb60649609600268,22,Man,PlusCollege,english,siswati,zulu,n/a,no,BLP,9,17.0,1,12.0,10,20.0,20,20.0,20,20.0,20,20.0,7,2,0,9,8,1,5,3,10,0,5,6.0,6,6.0,6,6.0,true,true,6,6.0,6,6.0,5,6.0,6,6.0,6,6.0,36.32,49.486000000000004,25.878,0.0,32.7,16.35,4.36,0.0,52.21,54.480000000000004,40.86,0.0,52.21,54.480000000000004,34.05,0.0,173.44000000000003,174.79600000000002,105.148,0.0,4.0,3.0,6.0,20.0,20.0,4.0,1,1,1,2,0,4.0,4.0,5.0,true,5.0,4.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,
0,6616a8636a12b432e8d914b5,25,Woman,PlusCollege,Spanish,English,French,Icelandic and German,No,BLP,20,15.0,20,4.0,20,16.0,20,0.0,20,2.0,20,2.0,4,3,5,5,0,6,5,5,5,5,6,6.0,6,6.0,6,6.0,true,true,6,6.0,6,6.0,6,0.0,6,6.0,6,6.0,54.480000000000004,17.706,0.908,1.816,20.71,26.160000000000004,6.540000000000001,6.540000000000001,54.480000000000004,54.480000000000004,18.16,15.89,54.480000000000004,40.86,6.8100000000000005,31.78,184.15000000000003,139.20600000000002,32.418,56.026,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,2.0,3.0,2.0,true,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2,0,4,0,0,2.0,2.0,2.0,true,1.0,0.0,2.0,6.0,6.0
0,661c24ab06db7f1ff0146700,21,Man,HighSchool,German,Turkish,English,n/a,n/a,BLP,20,20.0,20,20.0,12,4.0,20,3.0,20,20.0,20,0.0,8,0,2,8,8,0,7,2,6,1,6,6.0,6,6.0,6,4.0,true,true,6,3.0,6,6.0,4,6.0,6,6.0,4,4.0,50.848,30.418,15.89,0.0,33.79,11.99,10.9,0.0,54.480000000000004,43.13,49.94,0.0,45.4,49.94,40.86,0.0,184.518,135.478,117.58999999999999,0.0,14.0,10.0,9.0,0.0,0.0,2.0,2,0,2,1,3,6.0,6.0,5.0,true,5.0,5.0,4.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,
0,661ff04db0e4a8222d5c4dd7,19,Man,HighSchool,Dutch,English,n/a,n/a,no,BLP,20,13.0,20,20.0,10,10.0,19,0.0,19,0.0,19,0.0,5,5,9,1,10,0,4,6,1,9,6,6.0,6,6.0,6,6.0,true,true,6,6.0,6,6.0,6,3.0,6,6.0,6,4.0,48.578,19.522000000000002,0.0,0.0,31.610000000000003,22.89,0.0,0.0,54.480000000000004,54.480000000000004,0.0,0.0,54.480000000000004,43.13,0.0,0.0,189.14800000000002,140.02200000000002,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6634f754adfec54a4b1aaed4,25,Man,HighSchool,tshivenda,english,sesotho,n/a,no,BLP,19,15.0,16,11.0,15,15.0,20,20.0,20,8.0,2,3.0,2,2,6,2,2,6,6,3,6,3,6,5.0,6,6.0,6,6.0,true,true,6,6.0,6,3.0,6,0.0,6,0.0,3,0.0,41.768,32.688,14.074,0.0,23.98,17.44,17.44,0.0,54.480000000000004,52.21,31.78,0.0,47.67,6.8100000000000005,6.8100000000000005,0.0,167.89800000000002,109.148,70.104,0.0,1.0,0.0,0.0,20.0,10.0,0.0,6,2,2,1,1,3.0,6.0,2.0,true,3.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,
0,66383ecf52e239b6f2ad54f4,21,Man,College,English,n/a,n/a,n/a,No,BLP,20,,15,,18,,20,,20,,7,,10,,10,,10,,10,,10,,6,,6,,6,,true,,6,,6,,6,,6,,6,,45.4,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,208.86,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,663a5bb8f7f79c7e04abc9b3,25,Woman,College,Gujrau,English,Urdu,N/A,No,BLP,20,17.0,20,17.0,12,20.0,3,20.0,20,5.0,0,5.0,0,10,7,3,0,10,3,7,0,10,4,6.0,6,6.0,6,6.0,true,true,6,6.0,4,6.0,6,6.0,6,6.0,6,6.0,34.050000000000004,38.136,10.442,0.0,10.9,43.6,7.630000000000001,0.0,49.94,54.480000000000004,24.97,0.0,49.94,54.480000000000004,31.78,0.0,144.82999999999998,190.69600000000003,74.822,0.0,20.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,1.0,4.0,3.0,true,3.0,0.0,4.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,
0,663e08a82c273a8ea28be4e7,19,Woman,College,english,n/a,n/a,n/a,no,BLP,20,,15,,17,,19,,19,,19,,10,,10,,10,,10,,10,,6,,6,,6,,true,,6,,6,,5,,6,,6,,49.486000000000004,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,52.21,0.0,0.0,0.0,210.67600000000002,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
