,sbj_ID,task,trialn,target,confound,expected,observed,correct,rt
0,65b3c533a99b6a6b97a6f54a,familiarity,12,GUVR,VCEG,0,0,True,1814.0
0,65b3c533a99b6a6b97a6f54a,familiarity,13,IDCMU,JZQMJ,0,1,False,1603.0
0,65b3c533a99b6a6b97a6f54a,familiarity,14,TUSOG,RCSCS,0,0,True,1018.0
0,65b3c533a99b6a6b97a6f54a,familiarity,15,YIUG,GPHZ,0,0,True,1579.0
0,65b3c533a99b6a6b97a6f54a,familiarity,16,QYLK,JGFH,1,0,False,1494.0
0,65b3c533a99b6a6b97a6f54a,familiarity,17,TMZDN,QCYKQ,1,1,True,1194.0
0,65b3c533a99b6a6b97a6f54a,familiarity,18,TJGU,SWOJ,0,1,False,2353.0
0,65b3c533a99b6a6b97a6f54a,familiarity,19,DFM,BZE,0,0,True,1477.0
0,65b3c533a99b6a6b97a6f54a,familiarity,20,FYDV,IFHC,1,1,True,1744.0
0,65b3c533a99b6a6b97a6f54a,familiarity,21,OWJB,CEBG,1,1,True,1095.0
