"sbj_ID","strategy"
"697b23f24e0252dfb327f950","Try to identify strings of characters that were familiar to me, for example i knew I had seen some words starting with ode- or something similar."
"697babc50cd42f81edf45acc","the guess strategy"
"697bbefe70fe1cb006530f0f","i TRIED TO REMEMBER"
"697ca949b8525fcd6448b5ab","the previous aliens used more 'z,x,v,h,k' words, meanwhile the new ones used more vowels "
"697ca9cfd08ef9e2ffd194c9","Tried to speak out the words as if they made any sense"
"697cab1603c68e76a4d71eb0","i tried remembering the last 3 alphabets of the word"
"697cabd6c4f2dee174cf2a1d","MEMORY OR THE WORDS THAT WERE SEEN IN FIRST IMPRESSION"
"697cac029fc2c2f5a6adbc65","I was more focusing on Q, because it was there in word blocks "
"697caee42ccb58f80bd052aa","I tried to memorize or pronounce the first three letters of the word and occasionally the first and the last letters."
"697cb146afcfe842ae49bdd4","I chose wortd with mainly open vowels and a sounds to be part of the second alien language"
"697cb9bb801ddf0766cdaa70","i TRIED TO RECOGNIZE PATTERNS AND FAMILIARITY FROM THE WORDS SHOWN EARLIER."
"697cbe43c25ee72899c9c213","I remembered initial letters from previous set of words"
"697cc570d57156b29c34b70a","I remembered some of the the ending 3 or 4 letters of each words "
"697ccf682c513bd6ac96151f","I just noticed that there were a lot of words in the group which were shown to me to contain x , b , p and also the were completely random and contained more unique characters like q ,x ,z ,v rather than more normal characters like d, a , g , r"
"697cd69b8306e0d7e7ff4bfc","see the first three letters"
"697ce004a414418e49c8d32a","Since its almost impossible to remember exactly, I tried to go based on intuition and words which seemed familiar to the brain."
"697ce7bf0f53f5d87f619308","I suspected that the longer words belonged to the new group of aliens most of the times. also, the use of the character 'X' and 'Y'' seemed to be characterisitc of the previous group."
"697ce9513b3628db72070f23","I think i remembered the frequently used characters from previous set of aliens, and did random guesses based on that."
"697ced4d80e2cdd6597570a4","I decorated some of the letters and simply followed what made sense in my head."
"697cee693cacc7fc3ccaedb3","Trying to remember the first 3 letters"
"697ceef83c5a1d1a0f21c6c1","i focused on the patterns and suffixes of the words especially the last three letters to identify familiarity"
"697d0af5cbf092790e5303e5","The first group sometimes uses the same letter combinations in different words."
"697da4b448849212fa6532e6","I tried to remember the words"
"697f3920d3a9308de7557222","Actually remembering the whole word was too difficult so i tried to remember the length, starting character and ending characters in my mind to predict the correct word."
"698074189377637711d6ee4c","visual memory"
"6980756db82b3f6b672c2fea","I think each word represent real words somehow and I just chose based on my intuition whether I can make link that into real words"
"698077f69bf2b842579340fc","I see if there are any common or repeating letters/combinations of letters to guide my decisions."
"698078075d3326e1b30bd1c3","memory"
"698078e0b930dfcbfde9d603","memory, intuition"
"69807d4738a6a1d1a2774e67","trying to remember words and press k , others are d"
"69807e97ec7daf3eb0a4f256","to look for the first 4 letters"
"69807f12172ef48a2ac7edfa","I used intuition and answered quickly without overthinking."
"69808261911a7a9bd10cd048","memory"
"6980899c7847724b431b38ac","Trying to memorize the shape of the words in the first task"
"698093a6ccef1114e376cfe5","Remembered the last three letters and for some of them the first three letters"
"6980962a67c3b3ba8cb2836a","i relied on my memory , i could distinguish the words the group i viewed by their first letter"
"69809b4956d7129d4b119b43","i tried to remember the last part of the words"
"69809e035896ef246cbc2922","i tried to memorize most of the word' first 3 or 4 letters from the first group of aliens"
"6980a4f0faef0e53cdfb97a7","the same group have a pattern in the letters"
"6980a7096eb2c15732813632","repeated letters and the one seem familiar"
"6980b37761737090ad122e6f","memory"
"6980b64569f487effa4069a3","No strategy  "
"6980b660de828c2f1a83d72f","try to recall the first letters from memory "
"6980b7b8619ca8828b86f21b","I tried to remember the prefix of the words I had seen before"
"6980b8dbf12d0bde4727635e","Nothing specific"
"6980bc0b357eb9d91de4a0e9","I tried to recognize the first 2 letters and the last letter for each word and match them"
"6980bff5e4be64da2d6c8914","memory of some charchters and random for some"
"6980c16f9985e39f6bcbbe3a","My memory"
"6980c5902273a0acf918ced1","I used my memory of letters to choose"
"6980d349ae34723f48ea7a3d","i remeber many words and the words from the first group is 8 words only i think "
"6980dcc1fee5670e573354f1","mostly the first 2 to 4 letters"
"6981128082d28d2191154253","no strategy I try to depend on my memory as I can to remember words form the first part as words end in sou or zou  "
"698119def2a23d22dac3df09","Just tried to memorize"
"698138565bd9d4728a0a2e04","Most of the words contained the letter Q"
"6981e24e62bb6fd0037109e5","i used my intuition"
"6981ec61b00cbb326f2382a2","Noticing unusual letters that I didn't seen in previous words"
"6982228b60e61107ddfc0bd3","CONJUNTO DE PALAVRAS VISTAS ANTES "
"69822b89bfde15d117539990","Try to recognize some words from the initial blocks"
"698242aea446c3fc40454a2d","i am trying to rember if i see the first 3or 2 charcters or not "
"69824df3026e0eff3dec0d0b","memory"
"69824e53e214c63c2afb2c53","I noticed the first letters that the first group and the pattern began with."
"698255186a52f393404e26f7","i noted the first 4 letter"
"69826a6954465a13b14b2786","I checked if the combination given seemed to be familiar or not."
"6982eb0cb5743c2857d1c8e0","flashback strategy to select the words that I had seen before"
"698351788833bcdaa3c391ce","Mathing the first 3 letters"
"6983518f181a5c0bd8d4742c","No, I choose which I saw"
"69835a10b58c1a190110ab59","recognizing short common segments like POC SNU NLP FEK"
"69835b48d4c4c9a78668c0af","concertation"
"698362eea52b5dadb6f3197b","my  eye used to identify the first half of the words "
"69839df6b3f83b9c02ac8234","just tried to remember those patterns"
"69839e45e8ca9d3863565d6d","relying on visual memory"
"6983ab405a31650a9c36d9f8","I noticed that the target alien group had most words end with a o or a u, so i focused on that, and also i remembered some that started with TV or something similar do BMW"
"6984ab8a88a32e8274e0351b","there were some words that starts with special set of characters like (FHI, IM, NL, NP, and some of them ends with some things like GO) and in general the initials of the words started usually with (c,j,n,f,a,v)"
"6984b22b8b8f99c86194ce62","y try to remeber the two first letters"
"6984b8a7eadad5d5bd8e12cf","Some starting 3 letters i remembered"
"6984c939f133acffbbd3b36a","Visual patterns"
"6984df69583cf5f1ae4f9490","I tried to identify words that were as similar as possible as seen previously"
"6985466b840079abc0ac75e9","I remembered some patterns of letters that were usually shown toghether, such as URO, JKL, BTR, TZF, MGA, etc."
"6985a1a2a9b075341a3e65b0","I had remember the initial 3 letters of each word from the previous alien communication, and used it to identify the words that belonged to them vs. the new alien communication."
"6985a6c2b7a13630aac31fc5","foccusing on some of the letters or some words that had the word"
"69863c0a716ec6381ad4d1fb","visual memory"
"69865b7be282f1756be7d697"," I depend on my memory"
"698725ce979bc4d4ea7c7373","I had memory of some of the characters that were together following like a type of pattern. In the rest I just guessed thinking if the word seemed familiar or not."
"698732a17e9271820246153f","keep in mind the first 4 letters "
"698734d0ecc42269dc0e75ac","I just used my intuition and memory."
"6989baec35fa286279b29ca5","There were many words which started with certain letters like XE, DE, UH, XQ"
"6989bbea6334b622c22a53ee","Words does not start with vocals."
"6989bc7b28c71e3280a6e7f6","I only focus on the first 3 characters so it was easy for me to remember "
"6989c0c01b2e93d5d8f2e20a","i tried to connect the first couple of letters and create a pronounciation relevant to words in the language i know like arabic and english so i can recall them i saw them again and exclude the one that i didnt hear before."
"6989c9427f6c4ffb769fad68","recognizing familiar letter patterns from the first part"
"6989da604f75e4c44ffefa17","Tried to see the words pronounce that i read in the previous blocks that appeared  also some words were really catchy i remembered them a bit "
"6989de5cb788d8dfc4a2641e","first I tried to notice a pattern in the first blocks I saw and then I tried to pick the words with the same pattern to be from the same group while the other patterns are from different groups"
"6989f4760694ce91b5bc35f7","The last 3 letters "
"698a196b6438a03eb3cce8f3","I memorized several letters of the word and based on that I chose the words that felt familiar to me."
"698a4bd40711b1611e7f96ca","I tried to remember few letters that was common on many words and choosed based on it."
"698b4e2840974dba43e185e8","no"
"698b57a46bf6a0eee98c0c04","intuitive"
"698cb68a1093d20f7c6087b7","tried to catch the first few letters"
"698d1d8ff61786b4c5785a1c","Generally, words that has X at the beginning or end may to belong to the first group."
"698dd411bc2ef10a72a75749","I focus on identifying recurring letter patterns and suffixes, such as words ending in -LTW or -RPO, and recognizing familiar prefixes from the first set of words."
"698df4a194fabefa716596ec","only starting 4 letters"
"698f277e7eb87d0f843d6bf7","I focused on identifying specific patterns at the beginning and end"
"69907667f821728d219ce06d","i tried to recognize familiar patterns "
"699426b305113343f561b4c6","trying to memorize some of the words which was a bit difficult"
"6998a16a9147ebdebf871a82","I have tried to memorize the first letters of each word to be familiar with"
"6998ed35ce310d26bcf802aa","my memory "
"699c7585ca22df8b1bf087fe","In the first time I saw the words I have spelled the word loudley so now I was trying to test wether it was the same musical effect.I also have used my visual memory."
"69a56a100ee2dc518e8c415c","mostly checking what words looked familiar to other words I assigned to them in English"
"69a5dbac7321bbc23b76cb30","I remembered a lot of the first three letters and somethime sthe lenght, but I don't think its right since I'm not certain if the rest changed"
"69a5e91eee249ee63d49f9ca","See if I recognize the words in any way"
"69a6f5f930a06e13c4593d9d","I looked at the first word, the third word, and the last word, and focused on filling the gaps in between"
"69a81ed11957a0f6e26144d2","if i was familiar with the word i press k, knowing that my brain has seen it enough in the experiment"
"69aca66948779f79eefc2152","Try to remember th words from the previous blocks"
"69aebf5ccbf8f23f086f7b6c","trying to remember"
"69aeec32d642e2a0092f6452","The challenge was to remember words that resembled it, and the beginning of those words had specific letters that I didn't see in the rest of the words."
"69aeee44187fdda005ab835b","I relied on my intuition and tried to identify patterns or letter combinations that felt familiar from the first part of the experiment. I also focused on responding as quickly as possible as instructed."
"69af1632fa81c6ae5d2df790","I tried to recognize the patterns and shape of letters"
"69af34e771ce9d065c0d9d80","looking for the first and last 2 letters and also the pattern of the words "
"69b0960f30730461ec1d57b1","I tried to remember first 5 letters from the previous task"
"69b168262adfe7b4609a9209","I tried to remember patterns that I usually saw in the words. In other times, I just knew I saw them before."
"69b52f9256ef2162a97fbebc","Just from the memory."
"69b81e444b794cbe8947b065","focus on first  and last two letters"
"69bbe66ef888cc3fc9405de9","First three letters, if I had a feeling."
"69bc58df28cbddd60a341a03","I memorized the last 3 letters"
"69c1120111926f72009dde4d","I tried to recognize paterns of letters"
"69c147cc355c3af96875e729","my memory and suffix and prefix  "
"69c2a6ec39af7c4c4c681804","I basically just tried to identify the words from memory, based on if i had seen them on any of the previous blocks."
"69c4d00086c2b4a1a8dc2191","the prefix of each word"
"69c653159fc262f6ae945f2c","I remembered some elements of some of the words"
"69ca93b861a695b1c1eec106","I remembered certain 3 or 4 letter combinations i saw in the first part."
"69cff69eb8da20e1ea8a2fbe","I tried to use my memory to remember sequences and combinations of starting and ending letters."
"69d25ddbd1a5851c7aa92ad3","tried to remember first 3 or 4 letters of each word"
"69d62066fd5570ddfaee9725","memorizing"
"69d648d33057d63617173b85","No strategy, i just tried. "
"69d66f2bcd1bac4e9bbdddc3","Mostly memory"
"69d7cd471aa7b7397313cb1f","look properly at the first three and last letters"
"69d8b313ae434f632a305c9b","i was watching first and second letter"
"69dac423e2591f3cbc0dcad7","Some words sounded familiar. And some just did not fit into the pattern"
"69dcfc3bcb3d5759729e920e","memory"
"69df940e45bb58f49783baac","Ending of the words, last three letters"
"69e0e73998a997f72e680509","I tried to remember the first 2  letters of each word"
"69e258d883661ada98acc7ee","no strategy"
"69e266c172efe398cfc4c52d","I look at the first 3 characters for each word"
"69e50234165d341516973996","I tried to remember the conversation between the same group "
"69e511fc6bace0c078531c15","Memory and intuition "
"69e549ba0b6a44f0ec2b09cc","is just to try and recall if i have seen the structure of the word before or not"
"69e743c5f506b9499e8fa3f9","I try to remember first letter for each words"
"69e90048f00cb9113be223d3","look at the ending of words"
