"sbj_ID","L1Score","L2Score","L3Score","L4Score"
"60eb26fb8db6845a14fe5a91",151.924,7.63,7.63,0
"60ec51c51a3158a50ded8a3e",200.14,134.932,110.598,94.432
"60edd136d544e7c8f5fac8a7",160.18,145.018,53.486,0
"60f030dca19a06db1b50d16a",158,149.832,0,0
"60f56f0103876eae7c0d870f",168.898,168.984,148.824,0
"60f579085ebf24f9c80f223e",155.914,160.088,117.588,125.94
"60f6b8f8e574e14634ead43e",173.08,154.274,0,0
"60f88d7fef1959734061e5a7",210.856,79.27,0,0
"60fd0f49858465796afd5da9",203.408,116.954,54.666,0
"6100174f92a7a0e5141b195e",199.96,126.94,76.276,0
"61001b6892ebd05a24fe82e1",155.818,190.784,0,0
"61055020201a7da5a704f7dd",168.806,114.776,142.832,0
"6107d788163252e3b5c348e3",194.51,120.132,0,0
"610834993bac40f050062896",201.228,128.758,87.718,66.284
"610958b8473c7b96e4bd207d",205.68,90.802,0,0
"610a52647a452dee7ca89360",202.41,124.49,0,0
"610d2275ba5f1ee0fdcee3e8",202.774,106.874,0,0
"610f2eabb45be8717fc155e0",209.948,111.958,108.964,0
"61125e23136464bd2cbbefc9",206.678,37.41,106.696,0
"61143bd22a1649da3b52ae32",176.522,184.7,110.78,51.938
"611bdb0fed7c9df6dce28c3f",155.464,134.204,96.884,0
"611cebb780fbae98c5bcc84d",176.342,174.166,0,0
"611dc53f0098557586e89b17",195.142,136.2,140.74,120.31
"611e7d1295185bf6f56fd951",158.092,160.724,76.546,78.544
"611e9c16e90a0d4c6f0d8df5",181.702,145.924,105.786,84.626
"611eafa6011b0423f7d7230f",203.048,127.128,63.202,48.308
"611eeafa283a2d1f57537fea",183.06,177.61,8.72,14.17
"6120211d8e1eab16fcb7ad69",174.162,169.898,120.404,91.89
"6122966a93af160af481836c",202.14,73.912,83.086,0
"6124a4ba3df07e768bd9c90b",185.426,144.468,74.186,50.576
"61275a3158c67415afb971ff",156.456,111.594,73.008,177.706
"612a98181f4b6d1cf01f926c",130.306,165.63,52.03,0
"61301fcb49db2f170cb02b93",153.826,141.294,0,0
"6131f7010e926c9103558040",211.038,72.732,0,0
"613867f34e206e4f573bc6ef",210.584,97.248,66.742,0
"613a73d06cf1fcfef304d3fa",209.676,81.812,0,0
"613ab1e64acd61ebd0a7116d",198.05,107.056,10.9,1.09
"613f57084e80f056c78f9b7b",200.596,120.402,0,0
"6140f1c4ead758f1b72bbe2f",199.232,136.294,86.264,71.278
"6140ff9c5750f0081ca8d71f",186.882,125.49,0,0
"6144742e57a61e489cc9e978",166.08,158.548,65.924,80.904
"6147aed5b2a4f748dc2b6ba4",183.428,135.3,0,0
"614b323022fcd8b7408005a6",188.514,114.408,98.614,91.254
"614c80483d06dcf7ad552679",176.168,139.836,91.62,50.848
"614c8e5469405530dc27b9d5",184.882,117.77,152.824,91.436
"614dd6473c74b217ad73cc9c",190.246,0,0,0
"61520b079436973e05f72d33",179.89,109.326,109.6,0
"61548fa2b637194e04c9bc09",205.95,135.296,85.352,49.94
"6155e204cc071b306458dfff",191.966,136.296,0,0
"6156a440279fdf408ee663ae",207.952,0,0,0
"6156b68cc77b48d6693b361c",180.34,127.672,85.63,24.97
"615b1ab789b14c9996251fb4",164.444,165.994,119.86,104.42
"615da9ee365ab7d547b98979",174.078,162.718,0,0
"615f371e6688c87e53e7acf5",155.462,137.842,0,0
"61616ce2bb94584e11c911af",204.59,120.312,90.986,0
"6163faf9d9ac4586fe776568",174.618,162.088,12.352,0
"616494f1ae4537c01914c758",194.966,101.696,72.644,0
"616631efeeac0979c1ba85a9",200.686,104.876,0,0
"616891e25a026e1f7262116c",197.23,142.47,65.29,30.51
"616eb493bb7e4ab4fa1de8d4",191.33,118.408,95.708,0
"6170821d1e8ffb9c893b28a4",178.792,185.06,73.46,48.306
"6171349b89a54d4823f9eca1",135.026,185.064,0,0
"617142c2a843eef6f8f148b6",173.346,157.64,0,0
"6171d922c871ba795b6a4827",182.98,189.514,0,0
"6172078b966225960be2a7b5",188.878,104.88,0,0
"617679054948369cb824d837",201.596,0,0,0
"63ee5d8aaee278de46b7d4cc",141.922,158.91,98.432,58.84
"6455490f7c5f35e4221a810a",194.604,54.662,0,0
"64764d56699f097a96ec6e5c",208.222,111.686,25.156,0
"64973d83e4fc64d6ae59c370",192.508,134.754,116.5,71.278
"64a288758b7c82ff2d18da75",208.04,102.062,0,0
"64ef422a4789bd6b6b9042ce",211.4,98.338,89.806,26.786
"65032a60861e9a17bc1a7444",177.528,103.518,0,0
"65089e7ce53888b0b3840c62",197.598,82.994,0,0
"650aee87054446f772acdfcc",210.22,77.182,0,0
