"sbj_ID","UseL1Score","UseL2Score","UseL3Score","UseL4Score"
"60dee3200c7c3355c62326d9",50.14,2.18,11.99,0
"60e12640be1b69b66053d55b",39.24,14.17,11.99,0
"60e3b18d3d4205b4c52ada56",30.52,15.26,4.36,0
"60e9ea97d19e613e60a994da",50.14,1.09,13.08,1.09
"60eb26fb8db6845a14fe5a91",42.51,7.63,7.63,0
"60ec51c51a3158a50ded8a3e",45.78,8.72,9.81,0
"60edd136d544e7c8f5fac8a7",23.98,28.34,13.08,0
"60f030dca19a06db1b50d16a",21.8,32.7,0,0
"60f56f0103876eae7c0d870f",27.25,14.17,7.63,0
"60f579085ebf24f9c80f223e",28.34,20.71,5.45,1.09
"60f6b8f8e574e14634ead43e",41.42,13.08,0,0
"60f88d7fef1959734061e5a7",50.14,4.36,0,0
"60fd0f49858465796afd5da9",43.6,9.81,11.99,0
"6100174f92a7a0e5141b195e",50.14,4.36,10.9,0
"61001b6892ebd05a24fe82e1",14.17,35.97,0,0
"61055020201a7da5a704f7dd",23.98,13.08,9.81,0
"6107d788163252e3b5c348e3",44.69,9.81,0,0
"610834993bac40f050062896",41.42,9.81,14.17,0
"610958b8473c7b96e4bd207d",49.05,5.45,0,0
"610a52647a452dee7ca89360",45.78,8.72,0,0
"610d2275ba5f1ee0fdcee3e8",47.96,6.54,0,0
"610f2eabb45be8717fc155e0",50.14,4.36,10.9,0
"61125e23136464bd2cbbefc9",46.87,1.09,16.35,0
"61143bd22a1649da3b52ae32",18.53,34.88,10.9,1.09
"611bdb0fed7c9df6dce28c3f",39.24,4.36,1.09,0
"611cebb780fbae98c5bcc84d",22.89,31.61,0,0
"611dc53f0098557586e89b17",34.88,0,0,0
"611e7d1295185bf6f56fd951",25.07,21.8,4.36,5.45
"611e9c16e90a0d4c6f0d8df5",30.52,22.89,10.9,1.09
"611eafa6011b0423f7d7230f",52.32,21.8,14.17,6.54
"611eeafa283a2d1f57537fea",19.62,14.17,8.72,14.17
"6120211d8e1eab16fcb7ad69",20.71,30.52,8.72,1.09
"6122966a93af160af481836c",52.32,2.18,10.9,0
"6124a4ba3df07e768bd9c90b",33.79,14.17,6.54,1.09
"61275a3158c67415afb971ff",20.71,2.18,13.08,28.34
"612a98181f4b6d1cf01f926c",21.8,29.43,4.36,0
"61301fcb49db2f170cb02b93",29.43,25.07,0,0
"6131f7010e926c9103558040",51.23,3.27,0,0
"613867f34e206e4f573bc6ef",51.23,3.27,10.9,0
"613a73d06cf1fcfef304d3fa",51.23,3.27,0,0
"613ab1e64acd61ebd0a7116d",41.42,7.63,10.9,1.09
"613f57084e80f056c78f9b7b",51.23,3.27,0,0
"6140f1c4ead758f1b72bbe2f",45.78,8.72,10.9,0
"6140ff9c5750f0081ca8d71f",42.51,11.99,0,0
"6144742e57a61e489cc9e978",18.53,30.52,8.72,3.27
"6147aed5b2a4f748dc2b6ba4",32.7,21.8,0,0
"614b323022fcd8b7408005a6",35.97,0,14.17,0
"614c80483d06dcf7ad552679",43.6,10.9,7.63,0
"614c8e5469405530dc27b9d5",35.97,6.54,20.71,1.09
"614dd6473c74b217ad73cc9c",54.5,0,0,0
"61520b079436973e05f72d33",41.42,7.63,11.99,0
"61548fa2b637194e04c9bc09",42.51,10.9,0,0
"6155e204cc071b306458dfff",40.33,14.17,0,0
"6156a440279fdf408ee663ae",54.5,0,0,0
"6156b68cc77b48d6693b361c",30.52,19.62,15.26,0
"615b1ab789b14c9996251fb4",14.17,31.61,10.9,0
"615da9ee365ab7d547b98979",39.24,11.99,0,0
"615f371e6688c87e53e7acf5",33.79,20.71,0,0
"61616ce2bb94584e11c911af",47.96,5.45,11.99,0
"6163faf9d9ac4586fe776568",26.16,27.25,8.72,0
"616494f1ae4537c01914c758",50.14,0,10.9,0
"616631efeeac0979c1ba85a9",49.05,5.45,0,0
"616891e25a026e1f7262116c",33.79,13.08,13.08,3.27
"616eb493bb7e4ab4fa1de8d4",39.24,13.08,13.08,0
"6170821d1e8ffb9c893b28a4",18.53,26.16,7.63,1.09
"6171349b89a54d4823f9eca1",17.44,37.06,0,0
"617142c2a843eef6f8f148b6",23.98,30.52,0,0
"6171d922c871ba795b6a4827",49.05,39.24,0,0
"6172078b966225960be2a7b5",38.15,16.35,0,0
"617679054948369cb824d837",54.5,0,0,0
"63ee5d8aaee278de46b7d4cc",4.36,27.25,13.08,4.36
"6455490f7c5f35e4221a810a",53.41,1.09,0,0
"64764d56699f097a96ec6e5c",47.96,5.45,11.99,0
"64973d83e4fc64d6ae59c370",32.7,18.53,9.81,0
"64a288758b7c82ff2d18da75",46.87,7.63,0,0
"64ef422a4789bd6b6b9042ce",47.96,4.36,13.08,0
"65032a60861e9a17bc1a7444",38.15,16.35,0,0
"65089e7ce53888b0b3840c62",46.87,7.63,0,0
"650aee87054446f772acdfcc",49.05,5.45,0,0
